,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate
2949,West Midlands,Carbapenems,2023-05-01,0.49,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.71
2950,East Midlands,Ciprofloxacin,2023-05-01,14.79,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.71
2951,West Midlands,Ciprofloxacin,2023-05-01,13.47,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.71
2952,East Midlands,Co-amoxiclav,2023-05-01,24.7,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.71
2953,West Midlands,Co-amoxiclav,2023-05-01,24.1,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.71
2954,East Midlands,Gentamicin,2023-05-01,8.07,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.71
2955,West Midlands,Gentamicin,2023-05-01,6.74,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.71
2956,East Midlands,Piperacillin with tazobactam,2023-05-01,18.56,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.71
2957,West Midlands,Piperacillin with tazobactam,2023-05-01,19.59,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.71
2958,East Midlands,Third Generation Cephalosporins,2023-05-01,16.76,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.71
2959,West Midlands,Third Generation Cephalosporins,2023-05-01,11.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.71
2960,East Midlands,Amikacin,2023-05-01,3.77,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.71
2961,West Midlands,Amikacin,2023-05-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.71
2962,East Midlands,Carbapenems,2023-05-01,11.25,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.71
2963,West Midlands,Carbapenems,2023-05-01,12.22,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.71
2964,East Midlands,Ceftazidime,2023-05-01,6.33,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.71
2965,West Midlands,Ceftazidime,2023-05-01,4.55,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.71
2966,East Midlands,Ciprofloxacin,2023-05-01,10.67,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.71
2967,West Midlands,Ciprofloxacin,2023-05-01,13.33,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.71
2968,East Midlands,Piperacillin with tazobactam,2023-05-01,2.5,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.71
2969,West Midlands,Piperacillin with tazobactam,2023-05-01,5.75,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.71
2970,East Midlands,Macrolides,2023-05-01,10.48,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.71
2971,West Midlands,Macrolides,2023-05-01,2.74,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.71
2972,East Midlands,Penicillin,2023-05-01,1.89,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.71
2973,West Midlands,Penicillin,2023-05-01,0.84,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.71
2974,East Midlands,Glycopeptides,2023-06-01,30.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72
2975,West Midlands,Glycopeptides,2023-06-01,30.33,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.72
2976,East Midlands,Glycopeptides,2023-06-01,32.33,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.72
2977,West Midlands,Glycopeptides,2023-06-01,36.0,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.72
2978,East Midlands,Amikacin,2023-06-01,1.41,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.72
2979,West Midlands,Amikacin,2023-06-01,1.88,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.72
2980,East Midlands,Carbapenems,2023-06-01,0.55,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.72
2981,West Midlands,Carbapenems,2023-06-01,0.44,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.72
2982,East Midlands,Ciprofloxacin,2023-06-01,10.86,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
2983,West Midlands,Ciprofloxacin,2023-06-01,14.75,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
2984,East Midlands,Co-amoxiclav,2023-06-01,20.11,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
2985,West Midlands,Co-amoxiclav,2023-06-01,24.65,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
2986,East Midlands,Gentamicin,2023-06-01,8.43,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.72
2987,West Midlands,Gentamicin,2023-06-01,7.76,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.72
2988,East Midlands,Piperacillin with tazobactam,2023-06-01,15.52,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
2989,West Midlands,Piperacillin with tazobactam,2023-06-01,20.0,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
2990,East Midlands,Third Generation Cephalosporins,2023-06-01,14.53,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
2991,West Midlands,Third Generation Cephalosporins,2023-06-01,12.44,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
2992,East Midlands,Amikacin,2023-06-01,3.23,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.72
2993,West Midlands,Amikacin,2023-06-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.72
2994,East Midlands,Carbapenems,2023-06-01,7.23,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.72
2995,West Midlands,Carbapenems,2023-06-01,14.68,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.72
2996,East Midlands,Ceftazidime,2023-06-01,6.02,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
2997,West Midlands,Ceftazidime,2023-06-01,8.57,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
2998,East Midlands,Ciprofloxacin,2023-06-01,7.32,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
2999,West Midlands,Ciprofloxacin,2023-06-01,13.46,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
3000,East Midlands,Piperacillin with tazobactam,2023-06-01,1.28,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3001,West Midlands,Piperacillin with tazobactam,2023-06-01,13.59,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3002,East Midlands,Macrolides,2023-06-01,9.86,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.72
3003,West Midlands,Macrolides,2023-06-01,4.2,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.72
3004,East Midlands,Penicillin,2023-06-01,4.35,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.72
3005,West Midlands,Penicillin,2023-06-01,0.97,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.72
3006,East Midlands,Glycopeptides,2023-07-01,29.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.71
3007,West Midlands,Glycopeptides,2023-07-01,34.0,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.71
3008,East Midlands,Glycopeptides,2023-07-01,31.67,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.71
3009,West Midlands,Glycopeptides,2023-07-01,36.33,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.71
3010,East Midlands,Amikacin,2023-07-01,2.36,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.71
3011,West Midlands,Amikacin,2023-07-01,1.79,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.71
3012,East Midlands,Carbapenems,2023-07-01,0.56,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.71
3013,West Midlands,Carbapenems,2023-07-01,0.85,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.71
3014,East Midlands,Ciprofloxacin,2023-07-01,11.45,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.71
3015,West Midlands,Ciprofloxacin,2023-07-01,15.11,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.71
3016,East Midlands,Co-amoxiclav,2023-07-01,21.97,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.71
3017,West Midlands,Co-amoxiclav,2023-07-01,27.65,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.71
3018,East Midlands,Gentamicin,2023-07-01,6.92,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.71
3019,West Midlands,Gentamicin,2023-07-01,8.48,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.71
3020,East Midlands,Piperacillin with tazobactam,2023-07-01,17.24,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.71
3021,West Midlands,Piperacillin with tazobactam,2023-07-01,22.42,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.71
3022,East Midlands,Third Generation Cephalosporins,2023-07-01,14.2,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.71
3023,West Midlands,Third Generation Cephalosporins,2023-07-01,12.45,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.71
3024,East Midlands,Amikacin,2023-07-01,3.33,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.71
3025,West Midlands,Amikacin,2023-07-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.71
3026,East Midlands,Carbapenems,2023-07-01,6.17,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.71
3027,West Midlands,Carbapenems,2023-07-01,10.09,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.71
3028,East Midlands,Ceftazidime,2023-07-01,5.06,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.71
3029,West Midlands,Ceftazidime,2023-07-01,8.57,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.71
3030,East Midlands,Ciprofloxacin,2023-07-01,6.49,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.71
3031,West Midlands,Ciprofloxacin,2023-07-01,13.59,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.71
3032,East Midlands,Piperacillin with tazobactam,2023-07-01,2.7,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.71
3033,West Midlands,Piperacillin with tazobactam,2023-07-01,13.46,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.71
3034,East Midlands,Macrolides,2023-07-01,3.51,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.71
3035,West Midlands,Macrolides,2023-07-01,2.13,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.71
3036,East Midlands,Penicillin,2023-07-01,1.85,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.71
3037,West Midlands,Penicillin,2023-07-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.71
3038,East Midlands,Glycopeptides,2023-08-01,30.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72
3039,West Midlands,Glycopeptides,2023-08-01,39.33,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.72
3040,East Midlands,Glycopeptides,2023-08-01,31.0,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.72
3041,West Midlands,Glycopeptides,2023-08-01,34.33,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.72
3042,East Midlands,Amikacin,2023-08-01,1.61,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.72
3043,West Midlands,Amikacin,2023-08-01,1.74,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.72
3044,East Midlands,Carbapenems,2023-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.72
3045,West Midlands,Carbapenems,2023-08-01,1.24,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.72
3046,East Midlands,Ciprofloxacin,2023-08-01,8.5,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
3047,West Midlands,Ciprofloxacin,2023-08-01,13.98,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
3048,East Midlands,Co-amoxiclav,2023-08-01,21.74,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
3049,West Midlands,Co-amoxiclav,2023-08-01,27.43,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
3050,East Midlands,Gentamicin,2023-08-01,4.55,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.72
3051,West Midlands,Gentamicin,2023-08-01,8.09,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.72
3052,East Midlands,Piperacillin with tazobactam,2023-08-01,19.38,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3053,West Midlands,Piperacillin with tazobactam,2023-08-01,21.12,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3054,East Midlands,Third Generation Cephalosporins,2023-08-01,10.12,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
3055,West Midlands,Third Generation Cephalosporins,2023-08-01,12.81,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
3056,East Midlands,Amikacin,2023-08-01,1.69,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.72
3057,West Midlands,Amikacin,2023-08-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.72
3058,East Midlands,Carbapenems,2023-08-01,3.53,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.72
3059,West Midlands,Carbapenems,2023-08-01,9.02,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.72
3060,East Midlands,Ceftazidime,2023-08-01,4.88,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
3061,West Midlands,Ceftazidime,2023-08-01,10.92,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
3062,East Midlands,Ciprofloxacin,2023-08-01,3.7,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
3063,West Midlands,Ciprofloxacin,2023-08-01,8.7,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
3064,East Midlands,Piperacillin with tazobactam,2023-08-01,5.19,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3065,West Midlands,Piperacillin with tazobactam,2023-08-01,12.71,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3066,East Midlands,Macrolides,2023-08-01,3.57,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.72
3067,West Midlands,Macrolides,2023-08-01,1.33,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.72
3068,East Midlands,Penicillin,2023-08-01,1.85,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.72
3069,West Midlands,Penicillin,2023-08-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.72
3070,East Midlands,Glycopeptides,2023-09-01,28.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72
3071,West Midlands,Glycopeptides,2023-09-01,41.33,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.72
3072,East Midlands,Glycopeptides,2023-09-01,32.0,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.72
3073,West Midlands,Glycopeptides,2023-09-01,30.0,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.72
3074,East Midlands,Amikacin,2023-09-01,0.75,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.72
3075,West Midlands,Amikacin,2023-09-01,0.91,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.72
3076,East Midlands,Carbapenems,2023-09-01,0.54,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.72
3077,West Midlands,Carbapenems,2023-09-01,2.17,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.72
3078,East Midlands,Ciprofloxacin,2023-09-01,12.64,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
3079,West Midlands,Ciprofloxacin,2023-09-01,14.86,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
3080,East Midlands,Co-amoxiclav,2023-09-01,25.82,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
3081,West Midlands,Co-amoxiclav,2023-09-01,29.11,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
3082,East Midlands,Gentamicin,2023-09-01,4.71,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.72
3083,West Midlands,Gentamicin,2023-09-01,9.09,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.72
3084,East Midlands,Piperacillin with tazobactam,2023-09-01,22.03,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3085,West Midlands,Piperacillin with tazobactam,2023-09-01,23.32,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3086,East Midlands,Third Generation Cephalosporins,2023-09-01,11.76,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
3087,West Midlands,Third Generation Cephalosporins,2023-09-01,14.72,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
3088,East Midlands,Amikacin,2023-09-01,2.94,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.72
3089,West Midlands,Amikacin,2023-09-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.72
3090,East Midlands,Carbapenems,2023-09-01,2.86,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.72
3091,West Midlands,Carbapenems,2023-09-01,3.67,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.72
3092,East Midlands,Ceftazidime,2023-09-01,4.95,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
3093,West Midlands,Ceftazidime,2023-09-01,8.33,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
3094,East Midlands,Ciprofloxacin,2023-09-01,6.25,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
3095,West Midlands,Ciprofloxacin,2023-09-01,4.81,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
3096,East Midlands,Piperacillin with tazobactam,2023-09-01,5.05,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3097,West Midlands,Piperacillin with tazobactam,2023-09-01,6.48,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3098,East Midlands,Macrolides,2023-09-01,6.52,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.72
3099,West Midlands,Macrolides,2023-09-01,0.0,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.72
3100,East Midlands,Penicillin,2023-09-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.72
3101,West Midlands,Penicillin,2023-09-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.72
3102,East Midlands,Glycopeptides,2023-10-01,27.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72
3103,West Midlands,Glycopeptides,2023-10-01,38.0,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.72
3104,East Midlands,Glycopeptides,2023-10-01,32.0,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.72
3105,West Midlands,Glycopeptides,2023-10-01,32.33,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.72
3106,East Midlands,Amikacin,2023-10-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.72
3107,West Midlands,Amikacin,2023-10-01,0.44,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.72
3108,East Midlands,Carbapenems,2023-10-01,0.49,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.72
3109,West Midlands,Carbapenems,2023-10-01,1.24,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.72
3110,East Midlands,Ciprofloxacin,2023-10-01,12.89,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
3111,West Midlands,Ciprofloxacin,2023-10-01,12.93,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
3112,East Midlands,Co-amoxiclav,2023-10-01,26.9,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
3113,West Midlands,Co-amoxiclav,2023-10-01,30.7,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
3114,East Midlands,Gentamicin,2023-10-01,4.74,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.72
3115,West Midlands,Gentamicin,2023-10-01,8.55,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.72
3116,East Midlands,Piperacillin with tazobactam,2023-10-01,20.31,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3117,West Midlands,Piperacillin with tazobactam,2023-10-01,22.22,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3118,East Midlands,Third Generation Cephalosporins,2023-10-01,16.67,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
3119,West Midlands,Third Generation Cephalosporins,2023-10-01,16.46,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
3120,East Midlands,Amikacin,2023-10-01,1.32,p_aeruginosa,p_aeruginosa__Amikacin__East Midlands,Midlands,1.72
3121,West Midlands,Amikacin,2023-10-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__West Midlands,Midlands,1.72
3122,East Midlands,Carbapenems,2023-10-01,5.61,p_aeruginosa,p_aeruginosa__Carbapenems__East Midlands,Midlands,1.72
3123,West Midlands,Carbapenems,2023-10-01,2.78,p_aeruginosa,p_aeruginosa__Carbapenems__West Midlands,Midlands,1.72
3124,East Midlands,Ceftazidime,2023-10-01,5.83,p_aeruginosa,p_aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
3125,West Midlands,Ceftazidime,2023-10-01,8.57,p_aeruginosa,p_aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
3126,East Midlands,Ciprofloxacin,2023-10-01,6.93,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
3127,West Midlands,Ciprofloxacin,2023-10-01,3.85,p_aeruginosa,p_aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
3128,East Midlands,Piperacillin with tazobactam,2023-10-01,3.96,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
3129,West Midlands,Piperacillin with tazobactam,2023-10-01,5.61,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
3130,East Midlands,Macrolides,2023-10-01,7.69,s_pneumoniae,s_pneumoniae__Macrolides__East Midlands,Midlands,1.72
3131,West Midlands,Macrolides,2023-10-01,0.0,s_pneumoniae,s_pneumoniae__Macrolides__West Midlands,Midlands,1.72
3132,East Midlands,Penicillin,2023-10-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__East Midlands,Midlands,1.72
3133,West Midlands,Penicillin,2023-10-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__West Midlands,Midlands,1.72
3134,East Midlands,Glycopeptides,2023-11-01,24.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72
3135,West Midlands,Glycopeptides,2023-11-01,35.67,e_faecalis,e_faecalis__Glycopeptides__West Midlands,Midlands,1.72
3136,East Midlands,Glycopeptides,2023-11-01,34.33,e_faecium,e_faecium__Glycopeptides__East Midlands,Midlands,1.72
3137,West Midlands,Glycopeptides,2023-11-01,32.0,e_faecium,e_faecium__Glycopeptides__West Midlands,Midlands,1.72
3138,East Midlands,Amikacin,2023-11-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__East Midlands,Midlands,1.72
3139,West Midlands,Amikacin,2023-11-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__West Midlands,Midlands,1.72
3140,East Midlands,Carbapenems,2023-11-01,0.48,k_pneumoniae,k_pneumoniae__Carbapenems__East Midlands,Midlands,1.72
3141,West Midlands,Carbapenems,2023-11-01,0.82,k_pneumoniae,k_pneumoniae__Carbapenems__West Midlands,Midlands,1.72
3142,East Midlands,Ciprofloxacin,2023-11-01,15.76,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
3143,West Midlands,Ciprofloxacin,2023-11-01,14.89,k_pneumoniae,k_pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
3144,East Midlands,Co-amoxiclav,2023-11-01,31.22,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
3145,West Midlands,Co-amoxiclav,2023-11-01,34.35,k_pneumoniae,k_pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
3146,East Midlands,Gentamicin,2023-11-01,6.19,k_pneumoniae,k_pneumoniae__Gentamicin__East Midlands,Midlands,1.72
3147,West Midlands,Gentamicin,2023-11-01,9.48,k_pneumoniae,k_pneumoniae__Gentamicin__West Midlands,Midlands,1.72
3148,East Midlands,Piperacillin with tazobactam,2023-11-01,20.0,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
