,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate
4584,East Midlands,Third Generation Cephalosporins,2024-02-01,E-coli,14.89,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.65
4585,West Midlands,Third Generation Cephalosporins,2024-02-01,E-coli,15.2,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.65
4586,East Midlands,Amikacin,2024-02-01,K-pneumoniae,2.29,K-pneumoniae__Amikacin__East Midlands,Midlands,1.65
4587,West Midlands,Amikacin,2024-02-01,K-pneumoniae,0.52,K-pneumoniae__Amikacin__West Midlands,Midlands,1.65
4588,East Midlands,Carbapenems,2024-02-01,K-pneumoniae,2.81,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.65
4589,West Midlands,Carbapenems,2024-02-01,K-pneumoniae,1.44,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.65
4590,East Midlands,Ciprofloxacin,2024-02-01,K-pneumoniae,15.06,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.65
4591,West Midlands,Ciprofloxacin,2024-02-01,K-pneumoniae,15.66,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.65
4592,East Midlands,Co-amoxiclav,2024-02-01,K-pneumoniae,32.53,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.65
4593,West Midlands,Co-amoxiclav,2024-02-01,K-pneumoniae,33.33,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.65
4594,East Midlands,Gentamicin,2024-02-01,K-pneumoniae,11.7,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.65
4595,West Midlands,Gentamicin,2024-02-01,K-pneumoniae,9.69,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.65
4596,East Midlands,Piperacillin with tazobactam,2024-02-01,K-pneumoniae,22.35,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.65
4597,West Midlands,Piperacillin with tazobactam,2024-02-01,K-pneumoniae,22.61,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.65
4598,East Midlands,Third Generation Cephalosporins,2024-02-01,K-pneumoniae,15.25,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.65
4599,West Midlands,Third Generation Cephalosporins,2024-02-01,K-pneumoniae,16.35,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.65
4600,East Midlands,Amikacin,2024-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65
4601,West Midlands,Amikacin,2024-02-01,P-aeruginosa,0.94,P-aeruginosa__Amikacin__West Midlands,Midlands,1.65
4602,East Midlands,Carbapenems,2024-02-01,P-aeruginosa,4.44,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.65
4603,West Midlands,Carbapenems,2024-02-01,P-aeruginosa,5.56,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.65
4604,East Midlands,Ceftazidime,2024-02-01,P-aeruginosa,1.1,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.65
4605,West Midlands,Ceftazidime,2024-02-01,P-aeruginosa,3.88,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.65
4606,East Midlands,Ciprofloxacin,2024-02-01,P-aeruginosa,6.74,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.65
4607,West Midlands,Ciprofloxacin,2024-02-01,P-aeruginosa,5.83,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.65
4608,East Midlands,Piperacillin with tazobactam,2024-02-01,P-aeruginosa,1.11,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.65
4609,West Midlands,Piperacillin with tazobactam,2024-02-01,P-aeruginosa,4.04,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.65
4610,East Midlands,Macrolides,2024-02-01,S-pneumoniae,7.01,S-pneumoniae__Macrolides__East Midlands,Midlands,1.65
4611,West Midlands,Macrolides,2024-02-01,S-pneumoniae,6.95,S-pneumoniae__Macrolides__West Midlands,Midlands,1.65
4612,East Midlands,Penicillin,2024-02-01,S-pneumoniae,2.56,S-pneumoniae__Penicillin__East Midlands,Midlands,1.65
4613,West Midlands,Penicillin,2024-02-01,S-pneumoniae,1.11,S-pneumoniae__Penicillin__West Midlands,Midlands,1.65
4614,East Midlands,Glycopeptides,2024-02-01,e-faecalis,3.8,e-faecalis__Glycopeptides__East Midlands,Midlands,1.65
4615,West Midlands,Glycopeptides,2024-02-01,e-faecalis,3.7,e-faecalis__Glycopeptides__West Midlands,Midlands,1.65
4616,East Midlands,Glycopeptides,2024-02-01,e-faecium,16.13,e-faecium__Glycopeptides__East Midlands,Midlands,1.65
4617,West Midlands,Glycopeptides,2024-02-01,e-faecium,20.35,e-faecium__Glycopeptides__West Midlands,Midlands,1.65
4618,East Midlands,Amikacin,2024-03-01,E-coli,3.15,E-coli__Amikacin__East Midlands,Midlands,1.64
4619,West Midlands,Amikacin,2024-03-01,E-coli,5.1,E-coli__Amikacin__West Midlands,Midlands,1.64
4620,East Midlands,Carbapenems,2024-03-01,E-coli,0.49,E-coli__Carbapenems__East Midlands,Midlands,1.64
4621,West Midlands,Carbapenems,2024-03-01,E-coli,0.0,E-coli__Carbapenems__West Midlands,Midlands,1.64
4622,East Midlands,Ciprofloxacin,2024-03-01,E-coli,16.49,E-coli__Ciprofloxacin__East Midlands,Midlands,1.64
4623,West Midlands,Ciprofloxacin,2024-03-01,E-coli,22.27,E-coli__Ciprofloxacin__West Midlands,Midlands,1.64
4624,East Midlands,Co-amoxiclav,2024-03-01,E-coli,37.88,E-coli__Co-amoxiclav__East Midlands,Midlands,1.64
4625,West Midlands,Co-amoxiclav,2024-03-01,E-coli,46.93,E-coli__Co-amoxiclav__West Midlands,Midlands,1.64
4626,East Midlands,Gentamicin,2024-03-01,E-coli,11.68,E-coli__Gentamicin__East Midlands,Midlands,1.64
4627,West Midlands,Gentamicin,2024-03-01,E-coli,13.13,E-coli__Gentamicin__West Midlands,Midlands,1.64
4628,East Midlands,Piperacillin with tazobactam,2024-03-01,E-coli,12.67,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.64
4629,West Midlands,Piperacillin with tazobactam,2024-03-01,E-coli,15.43,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.64
4630,East Midlands,Third Generation Cephalosporins,2024-03-01,E-coli,13.58,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.64
4631,West Midlands,Third Generation Cephalosporins,2024-03-01,E-coli,14.74,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.64
4632,East Midlands,Amikacin,2024-03-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__East Midlands,Midlands,1.64
4633,West Midlands,Amikacin,2024-03-01,K-pneumoniae,1.01,K-pneumoniae__Amikacin__West Midlands,Midlands,1.64
4634,East Midlands,Carbapenems,2024-03-01,K-pneumoniae,1.1,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.64
4635,West Midlands,Carbapenems,2024-03-01,K-pneumoniae,2.31,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.64
4636,East Midlands,Ciprofloxacin,2024-03-01,K-pneumoniae,17.65,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.64
4637,West Midlands,Ciprofloxacin,2024-03-01,K-pneumoniae,14.85,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.64
4638,East Midlands,Co-amoxiclav,2024-03-01,K-pneumoniae,29.31,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.64
4639,West Midlands,Co-amoxiclav,2024-03-01,K-pneumoniae,32.16,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.64
4640,East Midlands,Gentamicin,2024-03-01,K-pneumoniae,7.23,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.64
4641,West Midlands,Gentamicin,2024-03-01,K-pneumoniae,7.5,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.64
4642,East Midlands,Piperacillin with tazobactam,2024-03-01,K-pneumoniae,20.69,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.64
4643,West Midlands,Piperacillin with tazobactam,2024-03-01,K-pneumoniae,22.11,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.64
4644,East Midlands,Third Generation Cephalosporins,2024-03-01,K-pneumoniae,14.69,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.64
4645,West Midlands,Third Generation Cephalosporins,2024-03-01,K-pneumoniae,12.68,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.64
4646,East Midlands,Amikacin,2024-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.64
4647,West Midlands,Amikacin,2024-03-01,P-aeruginosa,1.08,P-aeruginosa__Amikacin__West Midlands,Midlands,1.64
4648,East Midlands,Carbapenems,2024-03-01,P-aeruginosa,4.12,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.64
4649,West Midlands,Carbapenems,2024-03-01,P-aeruginosa,6.38,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.64
4650,East Midlands,Ceftazidime,2024-03-01,P-aeruginosa,2.08,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.64
4651,West Midlands,Ceftazidime,2024-03-01,P-aeruginosa,3.33,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.64
4652,East Midlands,Ciprofloxacin,2024-03-01,P-aeruginosa,4.21,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.64
4653,West Midlands,Ciprofloxacin,2024-03-01,P-aeruginosa,6.59,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.64
4654,East Midlands,Piperacillin with tazobactam,2024-03-01,P-aeruginosa,1.09,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.64
4655,West Midlands,Piperacillin with tazobactam,2024-03-01,P-aeruginosa,3.49,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.64
4656,East Midlands,Macrolides,2024-03-01,S-pneumoniae,6.25,S-pneumoniae__Macrolides__East Midlands,Midlands,1.64
4657,West Midlands,Macrolides,2024-03-01,S-pneumoniae,5.88,S-pneumoniae__Macrolides__West Midlands,Midlands,1.64
4658,East Midlands,Penicillin,2024-03-01,S-pneumoniae,3.55,S-pneumoniae__Penicillin__East Midlands,Midlands,1.64
4659,West Midlands,Penicillin,2024-03-01,S-pneumoniae,1.69,S-pneumoniae__Penicillin__West Midlands,Midlands,1.64
4660,East Midlands,Glycopeptides,2024-03-01,e-faecalis,3.57,e-faecalis__Glycopeptides__East Midlands,Midlands,1.64
4661,West Midlands,Glycopeptides,2024-03-01,e-faecalis,3.36,e-faecalis__Glycopeptides__West Midlands,Midlands,1.64
4662,East Midlands,Glycopeptides,2024-03-01,e-faecium,13.19,e-faecium__Glycopeptides__East Midlands,Midlands,1.64
4663,West Midlands,Glycopeptides,2024-03-01,e-faecium,17.36,e-faecium__Glycopeptides__West Midlands,Midlands,1.64
4664,East Midlands,Amikacin,2024-04-01,E-coli,4.35,E-coli__Amikacin__East Midlands,Midlands,1.66
4665,West Midlands,Amikacin,2024-04-01,E-coli,3.77,E-coli__Amikacin__West Midlands,Midlands,1.66
4666,East Midlands,Carbapenems,2024-04-01,E-coli,0.36,E-coli__Carbapenems__East Midlands,Midlands,1.66
4667,West Midlands,Carbapenems,2024-04-01,E-coli,0.2,E-coli__Carbapenems__West Midlands,Midlands,1.66
4668,East Midlands,Ciprofloxacin,2024-04-01,E-coli,16.92,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66
4669,West Midlands,Ciprofloxacin,2024-04-01,E-coli,20.06,E-coli__Ciprofloxacin__West Midlands,Midlands,1.66
4670,East Midlands,Co-amoxiclav,2024-04-01,E-coli,36.16,E-coli__Co-amoxiclav__East Midlands,Midlands,1.66
4671,West Midlands,Co-amoxiclav,2024-04-01,E-coli,46.52,E-coli__Co-amoxiclav__West Midlands,Midlands,1.66
4672,East Midlands,Gentamicin,2024-04-01,E-coli,11.76,E-coli__Gentamicin__East Midlands,Midlands,1.66
4673,West Midlands,Gentamicin,2024-04-01,E-coli,12.35,E-coli__Gentamicin__West Midlands,Midlands,1.66
4674,East Midlands,Piperacillin with tazobactam,2024-04-01,E-coli,12.98,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.66
4675,West Midlands,Piperacillin with tazobactam,2024-04-01,E-coli,15.04,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.66
4676,East Midlands,Third Generation Cephalosporins,2024-04-01,E-coli,14.56,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.66
4677,West Midlands,Third Generation Cephalosporins,2024-04-01,E-coli,15.42,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.66
4678,East Midlands,Amikacin,2024-04-01,K-pneumoniae,1.45,K-pneumoniae__Amikacin__East Midlands,Midlands,1.66
4679,West Midlands,Amikacin,2024-04-01,K-pneumoniae,1.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.66
4680,East Midlands,Carbapenems,2024-04-01,K-pneumoniae,1.01,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.66
4681,West Midlands,Carbapenems,2024-04-01,K-pneumoniae,1.87,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.66
4682,East Midlands,Ciprofloxacin,2024-04-01,K-pneumoniae,15.34,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.66
4683,West Midlands,Ciprofloxacin,2024-04-01,K-pneumoniae,17.33,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.66
4684,East Midlands,Co-amoxiclav,2024-04-01,K-pneumoniae,29.69,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.66
4685,West Midlands,Co-amoxiclav,2024-04-01,K-pneumoniae,29.5,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.66
4686,East Midlands,Gentamicin,2024-04-01,K-pneumoniae,5.91,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.66
4687,West Midlands,Gentamicin,2024-04-01,K-pneumoniae,5.53,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.66
4688,East Midlands,Piperacillin with tazobactam,2024-04-01,K-pneumoniae,19.68,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.66
4689,West Midlands,Piperacillin with tazobactam,2024-04-01,K-pneumoniae,21.21,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.66
4690,East Midlands,Third Generation Cephalosporins,2024-04-01,K-pneumoniae,16.67,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.66
4691,West Midlands,Third Generation Cephalosporins,2024-04-01,K-pneumoniae,12.15,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.66
4692,East Midlands,Amikacin,2024-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.66
4693,West Midlands,Amikacin,2024-04-01,P-aeruginosa,1.11,P-aeruginosa__Amikacin__West Midlands,Midlands,1.66
4694,East Midlands,Carbapenems,2024-04-01,P-aeruginosa,6.19,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.66
4695,West Midlands,Carbapenems,2024-04-01,P-aeruginosa,6.38,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.66
4696,East Midlands,Ceftazidime,2024-04-01,P-aeruginosa,3.23,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.66
4697,West Midlands,Ceftazidime,2024-04-01,P-aeruginosa,4.35,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.66
4698,East Midlands,Ciprofloxacin,2024-04-01,P-aeruginosa,9.78,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.66
4699,West Midlands,Ciprofloxacin,2024-04-01,P-aeruginosa,6.45,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.66
4700,East Midlands,Piperacillin with tazobactam,2024-04-01,P-aeruginosa,2.22,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.66
4701,West Midlands,Piperacillin with tazobactam,2024-04-01,P-aeruginosa,5.68,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.66
4702,East Midlands,Macrolides,2024-04-01,S-pneumoniae,5.88,S-pneumoniae__Macrolides__East Midlands,Midlands,1.66
4703,West Midlands,Macrolides,2024-04-01,S-pneumoniae,6.67,S-pneumoniae__Macrolides__West Midlands,Midlands,1.66
4704,East Midlands,Penicillin,2024-04-01,S-pneumoniae,2.65,S-pneumoniae__Penicillin__East Midlands,Midlands,1.66
4705,West Midlands,Penicillin,2024-04-01,S-pneumoniae,1.35,S-pneumoniae__Penicillin__West Midlands,Midlands,1.66
4706,East Midlands,Glycopeptides,2024-04-01,e-faecalis,1.3,e-faecalis__Glycopeptides__East Midlands,Midlands,1.66
4707,West Midlands,Glycopeptides,2024-04-01,e-faecalis,3.77,e-faecalis__Glycopeptides__West Midlands,Midlands,1.66
4708,East Midlands,Glycopeptides,2024-04-01,e-faecium,11.58,e-faecium__Glycopeptides__East Midlands,Midlands,1.66
4709,West Midlands,Glycopeptides,2024-04-01,e-faecium,15.6,e-faecium__Glycopeptides__West Midlands,Midlands,1.66
4710,East Midlands,Amikacin,2024-05-01,E-coli,3.38,E-coli__Amikacin__East Midlands,Midlands,1.67
4711,West Midlands,Amikacin,2024-05-01,E-coli,3.59,E-coli__Amikacin__West Midlands,Midlands,1.67
4712,East Midlands,Carbapenems,2024-05-01,E-coli,0.0,E-coli__Carbapenems__East Midlands,Midlands,1.67
4713,West Midlands,Carbapenems,2024-05-01,E-coli,0.28,E-coli__Carbapenems__West Midlands,Midlands,1.67
4714,East Midlands,Ciprofloxacin,2024-05-01,E-coli,17.2,E-coli__Ciprofloxacin__East Midlands,Midlands,1.67
4715,West Midlands,Ciprofloxacin,2024-05-01,E-coli,19.79,E-coli__Ciprofloxacin__West Midlands,Midlands,1.67
4716,East Midlands,Co-amoxiclav,2024-05-01,E-coli,34.92,E-coli__Co-amoxiclav__East Midlands,Midlands,1.67
4717,West Midlands,Co-amoxiclav,2024-05-01,E-coli,45.58,E-coli__Co-amoxiclav__West Midlands,Midlands,1.67
4718,East Midlands,Gentamicin,2024-05-01,E-coli,10.46,E-coli__Gentamicin__East Midlands,Midlands,1.67
4719,West Midlands,Gentamicin,2024-05-01,E-coli,12.04,E-coli__Gentamicin__West Midlands,Midlands,1.67
4720,East Midlands,Piperacillin with tazobactam,2024-05-01,E-coli,11.63,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.67
4721,West Midlands,Piperacillin with tazobactam,2024-05-01,E-coli,13.92,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.67
4722,East Midlands,Third Generation Cephalosporins,2024-05-01,E-coli,14.96,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.67
4723,West Midlands,Third Generation Cephalosporins,2024-05-01,E-coli,15.61,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.67
4724,East Midlands,Amikacin,2024-05-01,K-pneumoniae,2.24,K-pneumoniae__Amikacin__East Midlands,Midlands,1.67
4725,West Midlands,Amikacin,2024-05-01,K-pneumoniae,1.55,K-pneumoniae__Amikacin__West Midlands,Midlands,1.67
4726,East Midlands,Carbapenems,2024-05-01,K-pneumoniae,1.47,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.67
4727,West Midlands,Carbapenems,2024-05-01,K-pneumoniae,1.46,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.67
4728,East Midlands,Ciprofloxacin,2024-05-01,K-pneumoniae,17.37,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.67
4729,West Midlands,Ciprofloxacin,2024-05-01,K-pneumoniae,17.99,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.67
4730,East Midlands,Co-amoxiclav,2024-05-01,K-pneumoniae,29.95,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.67
4731,West Midlands,Co-amoxiclav,2024-05-01,K-pneumoniae,27.55,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.67
4732,East Midlands,Gentamicin,2024-05-01,K-pneumoniae,5.82,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.67
4733,West Midlands,Gentamicin,2024-05-01,K-pneumoniae,8.16,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.67
4734,East Midlands,Piperacillin with tazobactam,2024-05-01,K-pneumoniae,22.8,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.67
4735,West Midlands,Piperacillin with tazobactam,2024-05-01,K-pneumoniae,21.05,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.67
4736,East Midlands,Third Generation Cephalosporins,2024-05-01,K-pneumoniae,17.44,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.67
4737,West Midlands,Third Generation Cephalosporins,2024-05-01,K-pneumoniae,10.73,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.67
4738,East Midlands,Amikacin,2024-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.67
4739,West Midlands,Amikacin,2024-05-01,P-aeruginosa,2.35,P-aeruginosa__Amikacin__West Midlands,Midlands,1.67
4740,East Midlands,Carbapenems,2024-05-01,P-aeruginosa,8.89,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.67
4741,West Midlands,Carbapenems,2024-05-01,P-aeruginosa,6.67,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.67
4742,East Midlands,Ceftazidime,2024-05-01,P-aeruginosa,4.71,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.67
4743,West Midlands,Ceftazidime,2024-05-01,P-aeruginosa,5.68,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.67
4744,East Midlands,Ciprofloxacin,2024-05-01,P-aeruginosa,9.3,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.67
4745,West Midlands,Ciprofloxacin,2024-05-01,P-aeruginosa,8.14,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.67
4746,East Midlands,Piperacillin with tazobactam,2024-05-01,P-aeruginosa,2.47,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.67
4747,West Midlands,Piperacillin with tazobactam,2024-05-01,P-aeruginosa,11.11,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.67
4748,East Midlands,Macrolides,2024-05-01,S-pneumoniae,1.94,S-pneumoniae__Macrolides__East Midlands,Midlands,1.67
4749,West Midlands,Macrolides,2024-05-01,S-pneumoniae,3.6,S-pneumoniae__Macrolides__West Midlands,Midlands,1.67
4750,East Midlands,Penicillin,2024-05-01,S-pneumoniae,2.02,S-pneumoniae__Penicillin__East Midlands,Midlands,1.67
4751,West Midlands,Penicillin,2024-05-01,S-pneumoniae,2.92,S-pneumoniae__Penicillin__West Midlands,Midlands,1.67
4752,East Midlands,Glycopeptides,2024-05-01,e-faecalis,1.39,e-faecalis__Glycopeptides__East Midlands,Midlands,1.67
4753,West Midlands,Glycopeptides,2024-05-01,e-faecalis,3.06,e-faecalis__Glycopeptides__West Midlands,Midlands,1.67
4754,East Midlands,Glycopeptides,2024-05-01,e-faecium,17.53,e-faecium__Glycopeptides__East Midlands,Midlands,1.67
4755,West Midlands,Glycopeptides,2024-05-01,e-faecium,19.12,e-faecium__Glycopeptides__West Midlands,Midlands,1.67
4756,East Midlands,Amikacin,2024-06-01,E-coli,4.17,E-coli__Amikacin__East Midlands,Midlands,1.67
4757,West Midlands,Amikacin,2024-06-01,E-coli,2.86,E-coli__Amikacin__West Midlands,Midlands,1.67
4758,East Midlands,Carbapenems,2024-06-01,E-coli,0.12,E-coli__Carbapenems__East Midlands,Midlands,1.67
4759,West Midlands,Carbapenems,2024-06-01,E-coli,0.27,E-coli__Carbapenems__West Midlands,Midlands,1.67
4760,East Midlands,Ciprofloxacin,2024-06-01,E-coli,18.02,E-coli__Ciprofloxacin__East Midlands,Midlands,1.67
4761,West Midlands,Ciprofloxacin,2024-06-01,E-coli,18.86,E-coli__Ciprofloxacin__West Midlands,Midlands,1.67
4762,East Midlands,Co-amoxiclav,2024-06-01,E-coli,37.47,E-coli__Co-amoxiclav__East Midlands,Midlands,1.67
4763,West Midlands,Co-amoxiclav,2024-06-01,E-coli,43.74,E-coli__Co-amoxiclav__West Midlands,Midlands,1.67
4764,East Midlands,Gentamicin,2024-06-01,E-coli,10.54,E-coli__Gentamicin__East Midlands,Midlands,1.67
4765,West Midlands,Gentamicin,2024-06-01,E-coli,10.93,E-coli__Gentamicin__West Midlands,Midlands,1.67
4766,East Midlands,Piperacillin with tazobactam,2024-06-01,E-coli,11.97,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.67
4767,West Midlands,Piperacillin with tazobactam,2024-06-01,E-coli,13.06,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.67
4768,East Midlands,Third Generation Cephalosporins,2024-06-01,E-coli,15.44,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.67
4769,West Midlands,Third Generation Cephalosporins,2024-06-01,E-coli,15.36,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.67
4770,East Midlands,Amikacin,2024-06-01,K-pneumoniae,3.17,K-pneumoniae__Amikacin__East Midlands,Midlands,1.67
4771,West Midlands,Amikacin,2024-06-01,K-pneumoniae,1.06,K-pneumoniae__Amikacin__West Midlands,Midlands,1.67
4772,East Midlands,Carbapenems,2024-06-01,K-pneumoniae,2.25,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.67
4773,West Midlands,Carbapenems,2024-06-01,K-pneumoniae,0.99,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.67
4774,East Midlands,Ciprofloxacin,2024-06-01,K-pneumoniae,15.46,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.67
4775,West Midlands,Ciprofloxacin,2024-06-01,K-pneumoniae,15.96,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.67
4776,East Midlands,Co-amoxiclav,2024-06-01,K-pneumoniae,32.7,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.67
4777,West Midlands,Co-amoxiclav,2024-06-01,K-pneumoniae,25.0,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.67
4778,East Midlands,Gentamicin,2024-06-01,K-pneumoniae,6.94,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.67
4779,West Midlands,Gentamicin,2024-06-01,K-pneumoniae,8.47,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.67
4780,East Midlands,Piperacillin with tazobactam,2024-06-01,K-pneumoniae,23.22,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.67
4781,West Midlands,Piperacillin with tazobactam,2024-06-01,K-pneumoniae,20.94,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.67
4782,East Midlands,Third Generation Cephalosporins,2024-06-01,K-pneumoniae,17.21,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.67
4783,West Midlands,Third Generation Cephalosporins,2024-06-01,K-pneumoniae,10.45,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.67
4784,East Midlands,Amikacin,2024-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.67
4785,West Midlands,Amikacin,2024-06-01,P-aeruginosa,2.75,P-aeruginosa__Amikacin__West Midlands,Midlands,1.67
4786,East Midlands,Carbapenems,2024-06-01,P-aeruginosa,6.93,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.67
4787,West Midlands,Carbapenems,2024-06-01,P-aeruginosa,7.69,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.67
