geography,stratum,date,resistance_pct,organism
North West,Co-amoxiclav,2021-02-01,33.01,k_pneumoniae
North West,Co-amoxiclav,2021-03-01,30.73,k_pneumoniae
North West,Co-amoxiclav,2021-04-01,31.84,k_pneumoniae
North West,Co-amoxiclav,2021-05-01,28.11,k_pneumoniae
North West,Co-amoxiclav,2021-06-01,28.51,k_pneumoniae
North West,Co-amoxiclav,2021-07-01,30.99,k_pneumoniae
North West,Co-amoxiclav,2021-08-01,33.8,k_pneumoniae
North West,Co-amoxiclav,2021-09-01,35.51,k_pneumoniae
North West,Co-amoxiclav,2021-10-01,32.27,k_pneumoniae
North West,Co-amoxiclav,2021-11-01,29.39,k_pneumoniae
North West,Co-amoxiclav,2021-12-01,28.63,k_pneumoniae
North West,Co-amoxiclav,2022-01-01,28.4,k_pneumoniae
North West,Co-amoxiclav,2022-02-01,29.58,k_pneumoniae
North West,Co-amoxiclav,2022-03-01,30.84,k_pneumoniae
North West,Co-amoxiclav,2022-04-01,28.05,k_pneumoniae
North West,Co-amoxiclav,2022-05-01,23.97,k_pneumoniae
North West,Co-amoxiclav,2022-06-01,22.32,k_pneumoniae
North West,Co-amoxiclav,2022-07-01,26.83,k_pneumoniae
North West,Co-amoxiclav,2022-08-01,32.12,k_pneumoniae
North West,Co-amoxiclav,2022-09-01,30.45,k_pneumoniae
North West,Co-amoxiclav,2022-10-01,33.83,k_pneumoniae
North West,Co-amoxiclav,2022-11-01,35.64,k_pneumoniae
North West,Co-amoxiclav,2022-12-01,38.97,k_pneumoniae
North West,Co-amoxiclav,2023-01-01,36.72,k_pneumoniae
North West,Co-amoxiclav,2023-02-01,36.03,k_pneumoniae
North West,Co-amoxiclav,2023-03-01,35.37,k_pneumoniae
North West,Co-amoxiclav,2023-04-01,36.73,k_pneumoniae
North West,Co-amoxiclav,2023-05-01,35.34,k_pneumoniae
North West,Co-amoxiclav,2023-06-01,33.46,k_pneumoniae
North West,Co-amoxiclav,2023-07-01,32.32,k_pneumoniae
North West,Co-amoxiclav,2023-08-01,35.52,k_pneumoniae
North West,Co-amoxiclav,2023-09-01,38.93,k_pneumoniae
North West,Co-amoxiclav,2023-10-01,43.71,k_pneumoniae
North West,Co-amoxiclav,2023-11-01,41.52,k_pneumoniae
North West,Co-amoxiclav,2023-12-01,41.33,k_pneumoniae
North West,Co-amoxiclav,2024-01-01,35.34,k_pneumoniae
North West,Co-amoxiclav,2024-02-01,33.46,k_pneumoniae
North West,Co-amoxiclav,2024-03-01,33.97,k_pneumoniae
North West,Co-amoxiclav,2024-04-01,32.84,k_pneumoniae
North West,Co-amoxiclav,2024-05-01,36.76,k_pneumoniae
North West,Co-amoxiclav,2024-06-01,37.06,k_pneumoniae
North West,Co-amoxiclav,2024-07-01,41.3,k_pneumoniae
North West,Co-amoxiclav,2024-08-01,38.33,k_pneumoniae
North West,Co-amoxiclav,2024-09-01,37.28,k_pneumoniae
North West,Co-amoxiclav,2024-10-01,35.56,k_pneumoniae
North West,Co-amoxiclav,2024-11-01,38.18,k_pneumoniae
North West,Co-amoxiclav,2024-12-01,39.46,k_pneumoniae
North West,Co-amoxiclav,2025-01-01,40.32,k_pneumoniae
North West,Co-amoxiclav,2025-02-01,39.74,k_pneumoniae
North West,Co-amoxiclav,2025-03-01,40.43,k_pneumoniae
North West,Co-amoxiclav,2025-04-01,42.8,k_pneumoniae
North West,Co-amoxiclav,2025-05-01,42.76,k_pneumoniae
North West,Co-amoxiclav,2025-06-01,40.32,k_pneumoniae
North West,Gentamicin,2020-08-01,11.4,k_pneumoniae
North West,Gentamicin,2020-09-01,10.04,k_pneumoniae
North West,Gentamicin,2020-10-01,10.89,k_pneumoniae
North West,Gentamicin,2020-11-01,12.65,k_pneumoniae
North West,Gentamicin,2020-12-01,14.09,k_pneumoniae
North West,Gentamicin,2021-01-01,12.25,k_pneumoniae
North West,Gentamicin,2021-02-01,9.76,k_pneumoniae
North West,Gentamicin,2021-03-01,9.13,k_pneumoniae
North West,Gentamicin,2021-04-01,11.71,k_pneumoniae
North West,Gentamicin,2021-05-01,10.19,k_pneumoniae
North West,Gentamicin,2021-06-01,7.83,k_pneumoniae
North West,Gentamicin,2021-07-01,7.18,k_pneumoniae
North West,Gentamicin,2021-08-01,9.22,k_pneumoniae
North West,Gentamicin,2021-09-01,12.92,k_pneumoniae
North West,Gentamicin,2021-10-01,12.62,k_pneumoniae
North West,Gentamicin,2021-11-01,11.43,k_pneumoniae
North West,Gentamicin,2021-12-01,10.12,k_pneumoniae
North West,Gentamicin,2022-01-01,8.2,k_pneumoniae
North West,Gentamicin,2022-02-01,9.35,k_pneumoniae
North West,Gentamicin,2022-03-01,10.09,k_pneumoniae
North West,Gentamicin,2022-04-01,11.76,k_pneumoniae
North West,Gentamicin,2022-05-01,11.2,k_pneumoniae
North West,Gentamicin,2022-06-01,10.86,k_pneumoniae
North West,Gentamicin,2022-07-01,11.48,k_pneumoniae
North West,Gentamicin,2022-08-01,10.05,k_pneumoniae
North West,Gentamicin,2022-09-01,8.37,k_pneumoniae
North West,Gentamicin,2022-10-01,7.69,k_pneumoniae
North West,Gentamicin,2022-11-01,9.69,k_pneumoniae
North West,Gentamicin,2022-12-01,10.45,k_pneumoniae
North West,Gentamicin,2023-01-01,10.71,k_pneumoniae
North West,Gentamicin,2023-02-01,9.6,k_pneumoniae
North West,Gentamicin,2023-03-01,8.12,k_pneumoniae
North West,Gentamicin,2023-04-01,10.51,k_pneumoniae
North West,Gentamicin,2023-05-01,10.42,k_pneumoniae
North West,Gentamicin,2023-06-01,11.4,k_pneumoniae
North West,Gentamicin,2023-07-01,7.22,k_pneumoniae
North West,Gentamicin,2023-08-01,8.71,k_pneumoniae
North West,Gentamicin,2023-09-01,7.55,k_pneumoniae
North West,Gentamicin,2023-10-01,10.69,k_pneumoniae
North West,Gentamicin,2023-11-01,8.77,k_pneumoniae
North West,Gentamicin,2023-12-01,11.55,k_pneumoniae
North West,Gentamicin,2024-01-01,10.0,k_pneumoniae
North West,Gentamicin,2024-02-01,10.07,k_pneumoniae
North West,Gentamicin,2024-03-01,9.69,k_pneumoniae
North West,Gentamicin,2024-04-01,12.03,k_pneumoniae
North West,Gentamicin,2024-05-01,12.69,k_pneumoniae
North West,Gentamicin,2024-06-01,13.12,k_pneumoniae
North West,Gentamicin,2024-07-01,13.65,k_pneumoniae
North West,Gentamicin,2024-08-01,14.44,k_pneumoniae
North West,Gentamicin,2024-09-01,13.43,k_pneumoniae
North West,Gentamicin,2024-10-01,11.68,k_pneumoniae
North West,Gentamicin,2024-11-01,10.64,k_pneumoniae
North West,Gentamicin,2024-12-01,12.71,k_pneumoniae
North West,Gentamicin,2025-01-01,11.0,k_pneumoniae
North West,Gentamicin,2025-02-01,12.0,k_pneumoniae
North West,Gentamicin,2025-03-01,9.38,k_pneumoniae
North West,Gentamicin,2025-04-01,11.07,k_pneumoniae
North West,Gentamicin,2025-05-01,9.56,k_pneumoniae
North West,Gentamicin,2025-06-01,9.32,k_pneumoniae
North West,Piperacillin with tazobactam,2020-08-01,12.44,k_pneumoniae
North West,Piperacillin with tazobactam,2020-09-01,10.18,k_pneumoniae
North West,Piperacillin with tazobactam,2020-10-01,13.39,k_pneumoniae
North West,Piperacillin with tazobactam,2020-11-01,19.6,k_pneumoniae
North West,Piperacillin with tazobactam,2020-12-01,24.22,k_pneumoniae
North West,Piperacillin with tazobactam,2021-01-01,22.93,k_pneumoniae
North West,Piperacillin with tazobactam,2021-02-01,20.59,k_pneumoniae
North West,Piperacillin with tazobactam,2021-03-01,15.28,k_pneumoniae
North West,Piperacillin with tazobactam,2021-04-01,16.36,k_pneumoniae
North West,Piperacillin with tazobactam,2021-05-01,15.96,k_pneumoniae
North West,Piperacillin with tazobactam,2021-06-01,17.13,k_pneumoniae
North West,Piperacillin with tazobactam,2021-07-01,18.01,k_pneumoniae
North West,Piperacillin with tazobactam,2021-08-01,15.49,k_pneumoniae
North West,Piperacillin with tazobactam,2021-09-01,20.09,k_pneumoniae
North West,Piperacillin with tazobactam,2021-10-01,18.52,k_pneumoniae
North West,Piperacillin with tazobactam,2021-11-01,18.67,k_pneumoniae
North West,Piperacillin with tazobactam,2021-12-01,15.9,k_pneumoniae
North West,Piperacillin with tazobactam,2022-01-01,15.19,k_pneumoniae
North West,Piperacillin with tazobactam,2022-02-01,17.07,k_pneumoniae
North West,Piperacillin with tazobactam,2022-03-01,17.14,k_pneumoniae
North West,Piperacillin with tazobactam,2022-04-01,17.97,k_pneumoniae
North West,Piperacillin with tazobactam,2022-05-01,16.12,k_pneumoniae
North West,Piperacillin with tazobactam,2022-06-01,17.04,k_pneumoniae
North West,Piperacillin with tazobactam,2022-07-01,18.93,k_pneumoniae
North West,Piperacillin with tazobactam,2022-08-01,25.0,k_pneumoniae
North West,Piperacillin with tazobactam,2022-09-01,22.57,k_pneumoniae
North West,Piperacillin with tazobactam,2022-10-01,23.7,k_pneumoniae
North West,Piperacillin with tazobactam,2022-11-01,20.91,k_pneumoniae
North West,Piperacillin with tazobactam,2022-12-01,23.94,k_pneumoniae
North West,Piperacillin with tazobactam,2023-01-01,23.83,k_pneumoniae
North West,Piperacillin with tazobactam,2023-02-01,25.59,k_pneumoniae
North West,Piperacillin with tazobactam,2023-03-01,25.42,k_pneumoniae
North West,Piperacillin with tazobactam,2023-04-01,24.51,k_pneumoniae
North West,Piperacillin with tazobactam,2023-05-01,23.2,k_pneumoniae
North West,Piperacillin with tazobactam,2023-06-01,21.29,k_pneumoniae
North West,Piperacillin with tazobactam,2023-07-01,19.69,k_pneumoniae
North West,Piperacillin with tazobactam,2023-08-01,21.15,k_pneumoniae
North West,Piperacillin with tazobactam,2023-09-01,22.83,k_pneumoniae
North West,Piperacillin with tazobactam,2023-10-01,25.7,k_pneumoniae
North West,Piperacillin with tazobactam,2023-11-01,26.67,k_pneumoniae
North West,Piperacillin with tazobactam,2023-12-01,27.37,k_pneumoniae
North West,Piperacillin with tazobactam,2024-01-01,24.25,k_pneumoniae
North West,Piperacillin with tazobactam,2024-02-01,21.97,k_pneumoniae
North West,Piperacillin with tazobactam,2024-03-01,21.84,k_pneumoniae
North West,Piperacillin with tazobactam,2024-04-01,23.25,k_pneumoniae
North West,Piperacillin with tazobactam,2024-05-01,23.36,k_pneumoniae
North West,Piperacillin with tazobactam,2024-06-01,22.7,k_pneumoniae
North West,Piperacillin with tazobactam,2024-07-01,24.35,k_pneumoniae
North West,Piperacillin with tazobactam,2024-08-01,23.21,k_pneumoniae
North West,Piperacillin with tazobactam,2024-09-01,24.1,k_pneumoniae
North West,Piperacillin with tazobactam,2024-10-01,22.34,k_pneumoniae
North West,Piperacillin with tazobactam,2024-11-01,22.91,k_pneumoniae
North West,Piperacillin with tazobactam,2024-12-01,22.26,k_pneumoniae
North West,Piperacillin with tazobactam,2025-01-01,22.33,k_pneumoniae
North West,Piperacillin with tazobactam,2025-02-01,23.23,k_pneumoniae
North West,Piperacillin with tazobactam,2025-03-01,25.45,k_pneumoniae
North West,Piperacillin with tazobactam,2025-04-01,28.17,k_pneumoniae
North West,Piperacillin with tazobactam,2025-05-01,29.43,k_pneumoniae
North West,Piperacillin with tazobactam,2025-06-01,27.45,k_pneumoniae
North West,Third Generation Cephalosporins,2020-08-01,15.74,k_pneumoniae
North West,Third Generation Cephalosporins,2020-09-01,16.24,k_pneumoniae
North West,Third Generation Cephalosporins,2020-10-01,17.69,k_pneumoniae
North West,Third Generation Cephalosporins,2020-11-01,22.27,k_pneumoniae
North West,Third Generation Cephalosporins,2020-12-01,24.11,k_pneumoniae
North West,Third Generation Cephalosporins,2021-01-01,21.43,k_pneumoniae
North West,Third Generation Cephalosporins,2021-02-01,16.19,k_pneumoniae
North West,Third Generation Cephalosporins,2021-03-01,16.07,k_pneumoniae
North West,Third Generation Cephalosporins,2021-04-01,17.47,k_pneumoniae
North West,Third Generation Cephalosporins,2021-05-01,15.25,k_pneumoniae
North West,Third Generation Cephalosporins,2021-06-01,14.22,k_pneumoniae
North West,Third Generation Cephalosporins,2021-07-01,17.21,k_pneumoniae
North West,Third Generation Cephalosporins,2021-08-01,20.83,k_pneumoniae
North West,Third Generation Cephalosporins,2021-09-01,22.69,k_pneumoniae
North West,Third Generation Cephalosporins,2021-10-01,21.62,k_pneumoniae
North West,Third Generation Cephalosporins,2021-11-01,21.63,k_pneumoniae
North West,Third Generation Cephalosporins,2021-12-01,21.86,k_pneumoniae
North West,Third Generation Cephalosporins,2022-01-01,20.16,k_pneumoniae
North West,Third Generation Cephalosporins,2022-02-01,20.56,k_pneumoniae
North West,Third Generation Cephalosporins,2022-03-01,21.3,k_pneumoniae
North West,Third Generation Cephalosporins,2022-04-01,22.22,k_pneumoniae
North West,Third Generation Cephalosporins,2022-05-01,20.33,k_pneumoniae
North West,Third Generation Cephalosporins,2022-06-01,19.38,k_pneumoniae
North West,Third Generation Cephalosporins,2022-07-01,21.05,k_pneumoniae
North West,Third Generation Cephalosporins,2022-08-01,22.0,k_pneumoniae
North West,Third Generation Cephalosporins,2022-09-01,18.53,k_pneumoniae
North West,Third Generation Cephalosporins,2022-10-01,18.57,k_pneumoniae
North West,Third Generation Cephalosporins,2022-11-01,20.86,k_pneumoniae
North West,Third Generation Cephalosporins,2022-12-01,22.92,k_pneumoniae
North West,Third Generation Cephalosporins,2023-01-01,22.26,k_pneumoniae
North West,Third Generation Cephalosporins,2023-02-01,21.07,k_pneumoniae
North West,Third Generation Cephalosporins,2023-03-01,18.75,k_pneumoniae
North West,Third Generation Cephalosporins,2023-04-01,21.67,k_pneumoniae
North West,Third Generation Cephalosporins,2023-05-01,19.08,k_pneumoniae
North West,Third Generation Cephalosporins,2023-06-01,17.82,k_pneumoniae
North West,Third Generation Cephalosporins,2023-07-01,12.22,k_pneumoniae
North West,Third Generation Cephalosporins,2023-08-01,14.23,k_pneumoniae
North West,Third Generation Cephalosporins,2023-09-01,16.72,k_pneumoniae
North West,Third Generation Cephalosporins,2023-10-01,20.47,k_pneumoniae
North West,Third Generation Cephalosporins,2023-11-01,21.14,k_pneumoniae
North West,Third Generation Cephalosporins,2023-12-01,21.68,k_pneumoniae
North West,Third Generation Cephalosporins,2024-01-01,19.93,k_pneumoniae
North West,Third Generation Cephalosporins,2024-02-01,16.07,k_pneumoniae
North West,Third Generation Cephalosporins,2024-03-01,15.27,k_pneumoniae
North West,Third Generation Cephalosporins,2024-04-01,16.96,k_pneumoniae
North West,Third Generation Cephalosporins,2024-05-01,22.5,k_pneumoniae
North West,Third Generation Cephalosporins,2024-06-01,24.07,k_pneumoniae
North West,Third Generation Cephalosporins,2024-07-01,25.52,k_pneumoniae
North West,Third Generation Cephalosporins,2024-08-01,23.41,k_pneumoniae
North West,Third Generation Cephalosporins,2024-09-01,22.34,k_pneumoniae
North West,Third Generation Cephalosporins,2024-10-01,20.46,k_pneumoniae
North West,Third Generation Cephalosporins,2024-11-01,20.0,k_pneumoniae
North West,Third Generation Cephalosporins,2024-12-01,24.26,k_pneumoniae
North West,Third Generation Cephalosporins,2025-01-01,21.12,k_pneumoniae
North West,Third Generation Cephalosporins,2025-02-01,19.35,k_pneumoniae
North West,Third Generation Cephalosporins,2025-03-01,15.88,k_pneumoniae
North West,Third Generation Cephalosporins,2025-04-01,21.19,k_pneumoniae
North West,Third Generation Cephalosporins,2025-05-01,22.04,k_pneumoniae
North West,Third Generation Cephalosporins,2025-06-01,20.0,k_pneumoniae
South East,Amikacin,2020-08-01,1.68,k_pneumoniae
South East,Amikacin,2020-09-01,2.15,k_pneumoniae
South East,Amikacin,2020-10-01,1.48,k_pneumoniae
South East,Amikacin,2020-11-01,1.83,k_pneumoniae
South East,Amikacin,2020-12-01,1.3,k_pneumoniae
South East,Amikacin,2021-01-01,0.87,k_pneumoniae
South East,Amikacin,2021-02-01,0.48,k_pneumoniae
South East,Amikacin,2021-03-01,0.98,k_pneumoniae
South East,Amikacin,2021-04-01,2.19,k_pneumoniae
South East,Amikacin,2021-05-01,2.09,k_pneumoniae
South East,Amikacin,2021-06-01,1.62,k_pneumoniae
South East,Amikacin,2021-07-01,0.96,k_pneumoniae
South East,Amikacin,2021-08-01,0.98,k_pneumoniae
South East,Amikacin,2021-09-01,0.43,k_pneumoniae
South East,Amikacin,2021-10-01,0.45,k_pneumoniae
South East,Amikacin,2021-11-01,1.58,k_pneumoniae
South East,Amikacin,2021-12-01,1.65,k_pneumoniae
South East,Amikacin,2022-01-01,1.31,k_pneumoniae
South East,Amikacin,2022-02-01,2.84,k_pneumoniae
South East,Amikacin,2022-03-01,5.26,k_pneumoniae
South East,Amikacin,2022-04-01,7.73,k_pneumoniae
South East,Amikacin,2022-05-01,5.42,k_pneumoniae
South East,Amikacin,2022-06-01,3.26,k_pneumoniae
South East,Amikacin,2022-07-01,1.55,k_pneumoniae
South East,Amikacin,2022-08-01,1.84,k_pneumoniae
South East,Amikacin,2022-09-01,1.96,k_pneumoniae
South East,Amikacin,2022-10-01,2.32,k_pneumoniae
South East,Amikacin,2022-11-01,3.14,k_pneumoniae
South East,Amikacin,2022-12-01,3.69,k_pneumoniae
South East,Amikacin,2023-01-01,2.52,k_pneumoniae
South East,Amikacin,2023-02-01,2.23,k_pneumoniae
South East,Amikacin,2023-03-01,2.19,k_pneumoniae
South East,Amikacin,2023-04-01,2.26,k_pneumoniae
South East,Amikacin,2023-05-01,1.76,k_pneumoniae
South East,Amikacin,2023-06-01,1.36,k_pneumoniae
South East,Amikacin,2023-07-01,0.89,k_pneumoniae
South East,Amikacin,2023-08-01,1.59,k_pneumoniae
South East,Amikacin,2023-09-01,1.92,k_pneumoniae
South East,Amikacin,2023-10-01,2.14,k_pneumoniae
South East,Amikacin,2023-11-01,1.54,k_pneumoniae
South East,Amikacin,2023-12-01,1.92,k_pneumoniae
South East,Amikacin,2024-01-01,2.42,k_pneumoniae
South East,Amikacin,2024-02-01,3.03,k_pneumoniae
South East,Amikacin,2024-03-01,1.72,k_pneumoniae
South East,Amikacin,2024-04-01,2.14,k_pneumoniae
South East,Amikacin,2024-05-01,1.94,k_pneumoniae
South East,Amikacin,2024-06-01,2.44,k_pneumoniae
South East,Amikacin,2024-07-01,2.11,k_pneumoniae
South East,Amikacin,2024-08-01,1.72,k_pneumoniae
South East,Amikacin,2024-09-01,2.75,k_pneumoniae
South East,Amikacin,2024-10-01,2.98,k_pneumoniae
South East,Amikacin,2024-11-01,3.53,k_pneumoniae
South East,Amikacin,2024-12-01,2.81,k_pneumoniae
South East,Amikacin,2025-01-01,2.49,k_pneumoniae
South East,Amikacin,2025-02-01,2.27,k_pneumoniae
South East,Amikacin,2025-03-01,2.71,k_pneumoniae
South East,Amikacin,2025-04-01,2.07,k_pneumoniae
South East,Amikacin,2025-05-01,1.25,k_pneumoniae
South East,Amikacin,2025-06-01,0.84,k_pneumoniae
South East,Carbapenems,2020-08-01,0.0,k_pneumoniae
South East,Carbapenems,2020-09-01,0.44,k_pneumoniae
South East,Carbapenems,2020-10-01,0.4,k_pneumoniae
South East,Carbapenems,2020-11-01,0.39,k_pneumoniae
South East,Carbapenems,2020-12-01,0.74,k_pneumoniae
South East,Carbapenems,2021-01-01,0.75,k_pneumoniae
South East,Carbapenems,2021-02-01,1.66,k_pneumoniae
South East,Carbapenems,2021-03-01,0.84,k_pneumoniae
South East,Carbapenems,2021-04-01,1.42,k_pneumoniae
South East,Carbapenems,2021-05-01,0.45,k_pneumoniae
South East,Carbapenems,2021-06-01,0.47,k_pneumoniae
South East,Carbapenems,2021-07-01,0.42,k_pneumoniae
South East,Carbapenems,2021-08-01,0.42,k_pneumoniae
South East,Carbapenems,2021-09-01,0.38,k_pneumoniae
South East,Carbapenems,2021-10-01,0.0,k_pneumoniae
South East,Carbapenems,2021-11-01,0.0,k_pneumoniae
South East,Carbapenems,2021-12-01,0.0,k_pneumoniae
South East,Carbapenems,2022-01-01,0.0,k_pneumoniae
South East,Carbapenems,2022-02-01,0.0,k_pneumoniae
South East,Carbapenems,2022-03-01,0.41,k_pneumoniae
South East,Carbapenems,2022-04-01,0.78,k_pneumoniae
South East,Carbapenems,2022-05-01,0.82,k_pneumoniae
South East,Carbapenems,2022-06-01,0.43,k_pneumoniae
South East,Carbapenems,2022-07-01,0.0,k_pneumoniae
South East,Carbapenems,2022-08-01,0.36,k_pneumoniae
South East,Carbapenems,2022-09-01,0.32,k_pneumoniae
South East,Carbapenems,2022-10-01,0.32,k_pneumoniae
South East,Carbapenems,2022-11-01,0.0,k_pneumoniae
South East,Carbapenems,2022-12-01,0.0,k_pneumoniae
South East,Carbapenems,2023-01-01,0.32,k_pneumoniae
South East,Carbapenems,2023-02-01,0.35,k_pneumoniae
South East,Carbapenems,2023-03-01,1.08,k_pneumoniae
South East,Carbapenems,2023-04-01,1.11,k_pneumoniae
South East,Carbapenems,2023-05-01,1.82,k_pneumoniae
South East,Carbapenems,2023-06-01,1.1,k_pneumoniae
South East,Carbapenems,2023-07-01,0.72,k_pneumoniae
South East,Carbapenems,2023-08-01,0.99,k_pneumoniae
South East,Carbapenems,2023-09-01,0.95,k_pneumoniae
South East,Carbapenems,2023-10-01,1.45,k_pneumoniae
South East,Carbapenems,2023-11-01,1.55,k_pneumoniae
South East,Carbapenems,2023-12-01,2.18,k_pneumoniae
South East,Carbapenems,2024-01-01,1.94,k_pneumoniae
South East,Carbapenems,2024-02-01,1.72,k_pneumoniae
South East,Carbapenems,2024-03-01,1.34,k_pneumoniae
South East,Carbapenems,2024-04-01,1.34,k_pneumoniae
South East,Carbapenems,2024-05-01,0.61,k_pneumoniae
South East,Carbapenems,2024-06-01,0.33,k_pneumoniae
South East,Carbapenems,2024-07-01,0.0,k_pneumoniae
South East,Carbapenems,2024-08-01,0.89,k_pneumoniae
South East,Carbapenems,2024-09-01,1.55,k_pneumoniae
South East,Carbapenems,2024-10-01,2.09,k_pneumoniae
South East,Carbapenems,2024-11-01,1.28,k_pneumoniae
South East,Carbapenems,2024-12-01,1.41,k_pneumoniae
South East,Carbapenems,2025-01-01,0.89,k_pneumoniae
South East,Carbapenems,2025-02-01,1.29,k_pneumoniae
South East,Carbapenems,2025-03-01,1.29,k_pneumoniae
South East,Carbapenems,2025-04-01,1.34,k_pneumoniae
South East,Carbapenems,2025-05-01,0.98,k_pneumoniae
South East,Carbapenems,2025-06-01,0.0,k_pneumoniae
South East,Ciprofloxacin,2020-08-01,17.21,k_pneumoniae
South East,Ciprofloxacin,2020-09-01,14.16,k_pneumoniae
South East,Ciprofloxacin,2020-10-01,16.46,k_pneumoniae
South East,Ciprofloxacin,2020-11-01,15.02,k_pneumoniae
South East,Ciprofloxacin,2020-12-01,17.49,k_pneumoniae
South East,Ciprofloxacin,2021-01-01,14.89,k_pneumoniae
South East,Ciprofloxacin,2021-02-01,15.19,k_pneumoniae
South East,Ciprofloxacin,2021-03-01,11.34,k_pneumoniae
South East,Ciprofloxacin,2021-04-01,14.22,k_pneumoniae
South East,Ciprofloxacin,2021-05-01,15.07,k_pneumoniae
South East,Ciprofloxacin,2021-06-01,16.75,k_pneumoniae
South East,Ciprofloxacin,2021-07-01,15.45,k_pneumoniae
South East,Ciprofloxacin,2021-08-01,15.88,k_pneumoniae
South East,Ciprofloxacin,2021-09-01,16.41,k_pneumoniae
South East,Ciprofloxacin,2021-10-01,16.28,k_pneumoniae
South East,Ciprofloxacin,2021-11-01,18.75,k_pneumoniae
South East,Ciprofloxacin,2021-12-01,21.38,k_pneumoniae
South East,Ciprofloxacin,2022-01-01,20.83,k_pneumoniae
South East,Ciprofloxacin,2022-02-01,17.55,k_pneumoniae
South East,Ciprofloxacin,2022-03-01,18.33,k_pneumoniae
South East,Ciprofloxacin,2022-04-01,20.0,k_pneumoniae
South East,Ciprofloxacin,2022-05-01,20.68,k_pneumoniae
South East,Ciprofloxacin,2022-06-01,18.22,k_pneumoniae
South East,Ciprofloxacin,2022-07-01,13.98,k_pneumoniae
South East,Ciprofloxacin,2022-08-01,13.91,k_pneumoniae
South East,Ciprofloxacin,2022-09-01,12.13,k_pneumoniae
South East,Ciprofloxacin,2022-10-01,12.66,k_pneumoniae
South East,Ciprofloxacin,2022-11-01,13.53,k_pneumoniae
South East,Ciprofloxacin,2022-12-01,13.0,k_pneumoniae
South East,Ciprofloxacin,2023-01-01,12.24,k_pneumoniae
South East,Ciprofloxacin,2023-02-01,10.95,k_pneumoniae
South East,Ciprofloxacin,2023-03-01,13.64,k_pneumoniae
South East,Ciprofloxacin,2023-04-01,16.8,k_pneumoniae
South East,Ciprofloxacin,2023-05-01,18.11,k_pneumoniae
South East,Ciprofloxacin,2023-06-01,16.17,k_pneumoniae
South East,Ciprofloxacin,2023-07-01,15.69,k_pneumoniae
South East,Ciprofloxacin,2023-08-01,16.38,k_pneumoniae
South East,Ciprofloxacin,2023-09-01,19.16,k_pneumoniae
South East,Ciprofloxacin,2023-10-01,18.98,k_pneumoniae
South East,Ciprofloxacin,2023-11-01,17.2,k_pneumoniae
South East,Ciprofloxacin,2023-12-01,15.26,k_pneumoniae
South East,Ciprofloxacin,2024-01-01,14.24,k_pneumoniae
South East,Ciprofloxacin,2024-02-01,14.03,k_pneumoniae
South East,Ciprofloxacin,2024-03-01,15.68,k_pneumoniae
South East,Ciprofloxacin,2024-04-01,15.17,k_pneumoniae
South East,Ciprofloxacin,2024-05-01,17.98,k_pneumoniae
South East,Ciprofloxacin,2024-06-01,19.18,k_pneumoniae
South East,Ciprofloxacin,2024-07-01,19.09,k_pneumoniae
South East,Ciprofloxacin,2024-08-01,18.07,k_pneumoniae
South East,Ciprofloxacin,2024-09-01,17.89,k_pneumoniae
South East,Ciprofloxacin,2024-10-01,17.49,k_pneumoniae
South East,Ciprofloxacin,2024-11-01,17.26,k_pneumoniae
South East,Ciprofloxacin,2024-12-01,14.42,k_pneumoniae
South East,Ciprofloxacin,2025-01-01,14.75,k_pneumoniae
South East,Ciprofloxacin,2025-02-01,14.03,k_pneumoniae
South East,Ciprofloxacin,2025-03-01,13.29,k_pneumoniae
South East,Ciprofloxacin,2025-04-01,12.5,k_pneumoniae
South East,Ciprofloxacin,2025-05-01,10.45,k_pneumoniae
South East,Ciprofloxacin,2025-06-01,11.51,k_pneumoniae
South East,Co-amoxiclav,2020-08-01,36.36,k_pneumoniae
South East,Co-amoxiclav,2020-09-01,35.16,k_pneumoniae
South East,Co-amoxiclav,2020-10-01,35.27,k_pneumoniae
South East,Co-amoxiclav,2020-11-01,40.39,k_pneumoniae
South East,Co-amoxiclav,2020-12-01,42.86,k_pneumoniae
South East,Co-amoxiclav,2021-01-01,40.91,k_pneumoniae
South East,Co-amoxiclav,2021-02-01,35.47,k_pneumoniae
South East,Co-amoxiclav,2021-03-01,32.47,k_pneumoniae
South East,Co-amoxiclav,2021-04-01,30.39,k_pneumoniae
South East,Co-amoxiclav,2021-05-01,29.25,k_pneumoniae
South East,Co-amoxiclav,2021-06-01,27.8,k_pneumoniae
South East,Co-amoxiclav,2021-07-01,29.31,k_pneumoniae
South East,Co-amoxiclav,2021-08-01,29.96,k_pneumoniae
South East,Co-amoxiclav,2021-09-01,30.19,k_pneumoniae
South East,Co-amoxiclav,2021-10-01,31.54,k_pneumoniae
South East,Co-amoxiclav,2021-11-01,37.37,k_pneumoniae
South East,Co-amoxiclav,2021-12-01,41.64,k_pneumoniae
South East,Co-amoxiclav,2022-01-01,40.82,k_pneumoniae
South East,Co-amoxiclav,2022-02-01,34.84,k_pneumoniae
South East,Co-amoxiclav,2022-03-01,35.86,k_pneumoniae
South East,Co-amoxiclav,2022-04-01,37.55,k_pneumoniae
South East,Co-amoxiclav,2022-05-01,37.19,k_pneumoniae
South East,Co-amoxiclav,2022-06-01,33.92,k_pneumoniae
