,geography,stratum,date,resistance_pct,organism
439,London,Glycopeptides,2023-06-01,0.85,e-faecalis
440,London,Glycopeptides,2023-05-01,3.6,e-faecalis
441,London,Glycopeptides,2023-04-01,3.91,e-faecalis
442,London,Glycopeptides,2023-03-01,2.9,e-faecalis
443,London,Glycopeptides,2023-02-01,1.4,e-faecalis
444,London,Glycopeptides,2023-01-01,2.8,e-faecalis
445,London,Glycopeptides,2022-12-01,2.94,e-faecalis
446,London,Glycopeptides,2022-11-01,5.04,e-faecalis
447,London,Glycopeptides,2022-10-01,3.73,e-faecalis
448,London,Glycopeptides,2022-09-01,4.86,e-faecalis
449,London,Glycopeptides,2022-08-01,2.84,e-faecalis
450,London,Glycopeptides,2022-07-01,2.9,e-faecalis
451,London,Glycopeptides,2022-06-01,1.54,e-faecalis
452,London,Glycopeptides,2022-05-01,3.45,e-faecalis
453,London,Glycopeptides,2022-04-01,4.42,e-faecalis
454,London,Glycopeptides,2022-03-01,5.71,e-faecalis
455,London,Glycopeptides,2022-02-01,6.19,e-faecalis
456,London,Glycopeptides,2022-01-01,4.2,e-faecalis
457,London,Glycopeptides,2021-12-01,4.1,e-faecalis
458,London,Glycopeptides,2021-11-01,1.5,e-faecalis
459,London,Glycopeptides,2021-10-01,3.73,e-faecalis
460,London,Glycopeptides,2021-09-01,3.15,e-faecalis
461,London,Glycopeptides,2021-08-01,4.5,e-faecalis
462,London,Glycopeptides,2021-07-01,1.9,e-faecalis
463,London,Glycopeptides,2021-06-01,2.02,e-faecalis
464,London,Glycopeptides,2021-05-01,0.0,e-faecalis
465,London,Glycopeptides,2021-04-01,0.0,e-faecalis
466,London,Glycopeptides,2021-03-01,0.74,e-faecalis
467,London,Glycopeptides,2021-02-01,2.38,e-faecalis
468,London,Glycopeptides,2021-01-01,2.4,e-faecalis
469,London,Glycopeptides,2020-12-01,4.72,e-faecalis
470,London,Glycopeptides,2020-11-01,3.09,e-faecalis
471,London,Glycopeptides,2020-10-01,4.0,e-faecalis
474,North East,Glycopeptides,2025-06-01,0.0,e-faecalis
475,North East,Glycopeptides,2025-05-01,0.0,e-faecalis
476,North East,Glycopeptides,2025-04-01,0.0,e-faecalis
477,North East,Glycopeptides,2025-03-01,0.0,e-faecalis
478,North East,Glycopeptides,2025-02-01,0.0,e-faecalis
479,North East,Glycopeptides,2025-01-01,0.0,e-faecalis
480,North East,Glycopeptides,2024-12-01,1.85,e-faecalis
481,North East,Glycopeptides,2024-11-01,2.13,e-faecalis
482,North East,Glycopeptides,2024-10-01,2.44,e-faecalis
483,North East,Glycopeptides,2024-09-01,0.0,e-faecalis
484,North East,Glycopeptides,2024-08-01,0.0,e-faecalis
485,North East,Glycopeptides,2024-07-01,0.0,e-faecalis
486,North East,Glycopeptides,2024-06-01,0.0,e-faecalis
487,North East,Glycopeptides,2024-05-01,0.0,e-faecalis
488,North East,Glycopeptides,2024-04-01,0.0,e-faecalis
489,North East,Glycopeptides,2024-03-01,0.0,e-faecalis
490,North East,Glycopeptides,2024-02-01,3.23,e-faecalis
491,North East,Glycopeptides,2024-01-01,3.23,e-faecalis
492,North East,Glycopeptides,2023-12-01,3.23,e-faecalis
493,North East,Glycopeptides,2023-11-01,0.0,e-faecalis
494,North East,Glycopeptides,2023-10-01,2.56,e-faecalis
495,North East,Glycopeptides,2023-09-01,2.94,e-faecalis
496,North East,Glycopeptides,2023-08-01,3.23,e-faecalis
497,North East,Glycopeptides,2023-07-01,0.0,e-faecalis
498,North East,Glycopeptides,2023-06-01,2.38,e-faecalis
499,North East,Glycopeptides,2023-05-01,1.64,e-faecalis
500,North East,Glycopeptides,2023-04-01,2.0,e-faecalis
501,North East,Glycopeptides,2023-03-01,0.0,e-faecalis
502,North East,Glycopeptides,2023-02-01,0.0,e-faecalis
503,North East,Glycopeptides,2023-01-01,0.0,e-faecalis
504,North East,Glycopeptides,2022-12-01,0.0,e-faecalis
505,North East,Glycopeptides,2022-11-01,0.0,e-faecalis
506,North East,Glycopeptides,2022-10-01,1.89,e-faecalis
507,North East,Glycopeptides,2022-09-01,1.85,e-faecalis
508,North East,Glycopeptides,2022-08-01,6.67,e-faecalis
509,North East,Glycopeptides,2022-07-01,5.41,e-faecalis
510,North East,Glycopeptides,2022-06-01,6.12,e-faecalis
511,North East,Glycopeptides,2022-05-01,1.89,e-faecalis
512,North East,Glycopeptides,2022-04-01,1.67,e-faecalis
513,North East,Glycopeptides,2022-03-01,0.0,e-faecalis
514,North East,Glycopeptides,2022-02-01,0.0,e-faecalis
515,North East,Glycopeptides,2022-01-01,0.0,e-faecalis
516,North East,Glycopeptides,2021-12-01,0.0,e-faecalis
517,North East,Glycopeptides,2021-11-01,0.0,e-faecalis
518,North East,Glycopeptides,2021-10-01,0.0,e-faecalis
519,North East,Glycopeptides,2021-09-01,2.08,e-faecalis
520,North East,Glycopeptides,2021-08-01,4.35,e-faecalis
521,North East,Glycopeptides,2021-07-01,6.25,e-faecalis
522,North East,Glycopeptides,2021-06-01,4.55,e-faecalis
523,North East,Glycopeptides,2021-05-01,2.27,e-faecalis
524,North East,Glycopeptides,2021-04-01,0.0,e-faecalis
525,North East,Glycopeptides,2021-03-01,0.0,e-faecalis
526,North East,Glycopeptides,2021-02-01,0.0,e-faecalis
527,North East,Glycopeptides,2021-01-01,0.0,e-faecalis
528,North East,Glycopeptides,2020-12-01,0.0,e-faecalis
529,North East,Glycopeptides,2020-11-01,2.17,e-faecalis
530,North East,Glycopeptides,2020-10-01,4.17,e-faecalis
