theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period,metric-value
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,01/03/2025,33.86,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,01/02/2025,36.54,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,01/01/2025,39.71,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/12/2024,39.93,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/11/2024,41.02,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/10/2024,38.78,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/09/2024,39.53,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/08/2024,41.61,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/07/2024,40.77,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/06/2024,36.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/05/2024,33.04,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/04/2024,36.65,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/03/2024,39.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/02/2024,40.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2024,01/01/2024,41.94,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/12/2023,44.53,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/11/2023,42.32,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/10/2023,39.55,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/09/2023,38.02,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/08/2023,38.29,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/07/2023,37.93,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/06/2023,37.96,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/05/2023,33.19,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/04/2023,37.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/03/2023,37.34,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/02/2023,42.06,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2023,01/01/2023,40.09,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/12/2022,37.56,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/11/2022,36.36,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/10/2022,34.55,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/09/2022,36.36,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/08/2022,34.86,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/07/2022,30.5,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/06/2022,28.79,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/05/2022,30.46,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/04/2022,36.14,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/03/2022,35.68,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/02/2022,35.6,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2022,01/01/2022,34.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/12/2021,31.55,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/11/2021,31.36,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/10/2021,30.59,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/09/2021,31.88,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/08/2021,32.49,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/07/2021,29.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/06/2021,29.95,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/05/2021,29.83,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/04/2021,33.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/03/2021,34.08,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/02/2021,32.89,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2021,01/01/2021,33.33,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2020,01/12/2020,35.14,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2020,01/11/2020,36.56,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2020,01/10/2020,34.01,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2020,01/09/2020,30.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2020,01/08/2020,27.04,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/06/2025,13.45,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/05/2025,11.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/04/2025,12.45,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/03/2025,11.46,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/02/2025,15.02,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,01/01/2025,15.88,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/12/2024,17.35,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/11/2024,18.81,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/10/2024,16.98,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/09/2024,18.91,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/08/2024,16.95,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/07/2024,16.79,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/06/2024,11.76,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/05/2024,11.3,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/04/2024,13.39,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/03/2024,16.52,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/02/2024,16.1,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2024,01/01/2024,13.41,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/12/2023,11.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/11/2023,11.81,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/10/2023,10.26,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/09/2023,9.43,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/08/2023,9.23,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/07/2023,11.49,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/06/2023,13.17,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/05/2023,14.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/04/2023,17.41,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/03/2023,18.99,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/02/2023,17.87,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/01/2023,17.39,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/12/2022,14.22,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/11/2022,12.92,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/10/2022,9.39,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/09/2022,10.53,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/08/2022,14.15,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/07/2022,13.07,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/06/2022,12.24,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/05/2022,9.09,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/04/2022,12.2,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/03/2022,11.22,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/02/2022,10.31,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/01/2022,9.45,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/12/2021,8.21,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/11/2021,8.04,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/10/2021,8.85,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/09/2021,10.43,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/08/2021,10.08,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/07/2021,9.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/06/2021,7.58,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/05/2021,8.11,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/04/2021,10.4,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/03/2021,10.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/02/2021,11.45,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/01/2021,9.22,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/12/2020,10.11,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/11/2020,11.11,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/10/2020,9.8,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/09/2020,7.62,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/08/2020,4.9,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/06/2025,25.22,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/05/2025,26.29,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/04/2025,28.94,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/03/2025,26.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/02/2025,29.84,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/01/2025,29.24,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/12/2024,31.85,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/11/2024,28.9,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/10/2024,27.67,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/09/2024,23.84,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/08/2024,25.98,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/07/2024,25,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/06/2024,26.81,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/05/2024,26.87,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/04/2024,31.96,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/03/2024,33.05,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/02/2024,30.08,FALSE,
infectious_disease,antimicrobial_resistance,K-pneumoniae,UKHSA Region,East of England,k-pneumoniae_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/01/2024,31.82,FALSE,
