,geography,stratum,date,resistance_pct,organism
991,North East,Glycopeptides,2021-09-01,7.14,e-faecium
992,North East,Glycopeptides,2021-08-01,5.0,e-faecium
993,North East,Glycopeptides,2021-07-01,7.69,e-faecium
994,North East,Glycopeptides,2021-06-01,5.71,e-faecium
995,North East,Glycopeptides,2021-05-01,8.33,e-faecium
996,North East,Glycopeptides,2021-04-01,8.11,e-faecium
997,North East,Glycopeptides,2021-03-01,5.71,e-faecium
998,North East,Glycopeptides,2021-02-01,9.76,e-faecium
999,North East,Glycopeptides,2021-01-01,12.82,e-faecium
1000,North East,Glycopeptides,2020-12-01,19.44,e-faecium
1001,North East,Glycopeptides,2020-11-01,20.0,e-faecium
1002,North East,Glycopeptides,2020-10-01,18.18,e-faecium
1005,West Midlands,Glycopeptides,2025-06-01,18.18,e-faecium
1006,West Midlands,Glycopeptides,2025-05-01,15.38,e-faecium
1007,West Midlands,Glycopeptides,2025-04-01,16.53,e-faecium
1008,West Midlands,Glycopeptides,2025-03-01,19.42,e-faecium
1009,West Midlands,Glycopeptides,2025-02-01,23.33,e-faecium
1010,West Midlands,Glycopeptides,2025-01-01,22.76,e-faecium
1011,West Midlands,Glycopeptides,2024-12-01,22.22,e-faecium
1012,West Midlands,Glycopeptides,2024-11-01,17.14,e-faecium
1013,West Midlands,Glycopeptides,2024-10-01,14.29,e-faecium
1014,West Midlands,Glycopeptides,2024-09-01,10.09,e-faecium
1015,West Midlands,Glycopeptides,2024-08-01,10.92,e-faecium
1016,West Midlands,Glycopeptides,2024-07-01,16.82,e-faecium
1017,West Midlands,Glycopeptides,2024-06-01,18.25,e-faecium
1018,West Midlands,Glycopeptides,2024-05-01,19.12,e-faecium
1019,West Midlands,Glycopeptides,2024-04-01,15.6,e-faecium
1020,West Midlands,Glycopeptides,2024-03-01,17.36,e-faecium
1021,West Midlands,Glycopeptides,2024-02-01,20.35,e-faecium
1022,West Midlands,Glycopeptides,2024-01-01,23.76,e-faecium
1023,West Midlands,Glycopeptides,2023-12-01,25.47,e-faecium
1024,West Midlands,Glycopeptides,2023-11-01,23.96,e-faecium
1025,West Midlands,Glycopeptides,2023-10-01,19.59,e-faecium
1026,West Midlands,Glycopeptides,2023-09-01,17.78,e-faecium
1027,West Midlands,Glycopeptides,2023-08-01,16.5,e-faecium
1028,West Midlands,Glycopeptides,2023-07-01,19.27,e-faecium
1029,West Midlands,Glycopeptides,2023-06-01,18.52,e-faecium
1030,West Midlands,Glycopeptides,2023-05-01,19.09,e-faecium
1031,West Midlands,Glycopeptides,2023-04-01,20.51,e-faecium
1032,West Midlands,Glycopeptides,2023-03-01,22.31,e-faecium
1033,West Midlands,Glycopeptides,2023-02-01,20.34,e-faecium
1034,West Midlands,Glycopeptides,2023-01-01,17.54,e-faecium
1035,West Midlands,Glycopeptides,2022-12-01,13.82,e-faecium
1036,West Midlands,Glycopeptides,2022-11-01,14.52,e-faecium
1037,West Midlands,Glycopeptides,2022-10-01,16.07,e-faecium
1038,West Midlands,Glycopeptides,2022-09-01,14.46,e-faecium
1039,West Midlands,Glycopeptides,2022-08-01,21.05,e-faecium
1040,West Midlands,Glycopeptides,2022-07-01,16.48,e-faecium
1041,West Midlands,Glycopeptides,2022-06-01,18.0,e-faecium
1042,West Midlands,Glycopeptides,2022-05-01,14.85,e-faecium
1043,West Midlands,Glycopeptides,2022-04-01,15.73,e-faecium
1044,West Midlands,Glycopeptides,2022-03-01,15.24,e-faecium
1045,West Midlands,Glycopeptides,2022-02-01,15.04,e-faecium
1046,West Midlands,Glycopeptides,2022-01-01,15.13,e-faecium
1047,West Midlands,Glycopeptides,2021-12-01,14.85,e-faecium
1048,West Midlands,Glycopeptides,2021-11-01,15.66,e-faecium
1049,West Midlands,Glycopeptides,2021-10-01,15.0,e-faecium
1050,West Midlands,Glycopeptides,2021-09-01,11.84,e-faecium
1051,West Midlands,Glycopeptides,2021-08-01,6.9,e-faecium
1052,West Midlands,Glycopeptides,2021-07-01,5.13,e-faecium
1053,West Midlands,Glycopeptides,2021-06-01,10.23,e-faecium
1054,West Midlands,Glycopeptides,2021-05-01,10.11,e-faecium
1055,West Midlands,Glycopeptides,2021-04-01,7.96,e-faecium
1056,West Midlands,Glycopeptides,2021-03-01,12.23,e-faecium
1057,West Midlands,Glycopeptides,2021-02-01,13.99,e-faecium
1058,West Midlands,Glycopeptides,2021-01-01,18.71,e-faecium
1059,West Midlands,Glycopeptides,2020-12-01,15.79,e-faecium
1060,West Midlands,Glycopeptides,2020-11-01,18.48,e-faecium
1061,West Midlands,Glycopeptides,2020-10-01,15.79,e-faecium
