theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,in_reporting_delay_period,metric_value,metric_value,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/11/2023,FALSE,168,9.33,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/10/2023,FALSE,167.67,10.34,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/09/2023,FALSE,167.33,9.36,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/08/2023,FALSE,167,9.38,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/07/2023,FALSE,165.33,6.65,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/06/2023,FALSE,157.33,7.42,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/05/2023,FALSE,153.33,6.52,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/04/2023,FALSE,148,8.11,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/03/2023,FALSE,136,6.86,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/02/2023,FALSE,118,7.06,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2023,01/01/2023,FALSE,124.33,6.17,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/12/2022,FALSE,134.67,6.44,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/11/2022,FALSE,158,5.27,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/10/2022,FALSE,157.33,5.51,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/09/2022,FALSE,171,5.65,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/08/2022,FALSE,160.67,7.05,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/07/2022,FALSE,155.67,7.28,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/06/2022,FALSE,147,7.03,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/05/2022,FALSE,151.67,7.47,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/04/2022,FALSE,147,7.94,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/03/2022,FALSE,145.67,7.09,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/02/2022,FALSE,137.67,6.54,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2022,01/01/2022,FALSE,142.33,5.85,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/12/2021,FALSE,134.33,7.44,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/11/2021,FALSE,149,7.83,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/10/2021,FALSE,155,7.1,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/09/2021,FALSE,164.33,7.51,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/08/2021,FALSE,165.33,7.06,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/07/2021,FALSE,169.67,5.89,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/06/2021,FALSE,168.67,5.14,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/05/2021,FALSE,166.67,4.4,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/04/2021,FALSE,154,4.98,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/03/2021,FALSE,144.33,4.85,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/02/2021,FALSE,122.33,5.99,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2021,01/01/2021,FALSE,108.33,7.69,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/12/2020,FALSE,111.33,9.58,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/11/2020,FALSE,123,8.67,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/10/2020,FALSE,140.33,7.13,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/09/2020,FALSE,134.33,5.21,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2020,01/08/2020,FALSE,131.33,5.58,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/06/2025,FALSE,190.67,11.01,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/05/2025,FALSE,191.33,11.5,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/04/2025,FALSE,181.67,13.58,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/03/2025,FALSE,176,12.88,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/02/2025,FALSE,182.67,13.14,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,01/01/2025,FALSE,186.67,11.43,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/12/2024,FALSE,192.67,12.28,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/11/2024,FALSE,186,12.19,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/10/2024,FALSE,178,10.86,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/09/2024,FALSE,169,9.47,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/08/2024,FALSE,165.33,9.48,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/07/2024,FALSE,172.67,9.27,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/06/2024,FALSE,169.33,9.25,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/05/2024,FALSE,173.33,9.04,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/04/2024,FALSE,161,9.32,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/03/2024,FALSE,163.33,9.8,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/02/2024,FALSE,154.33,10.8,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2024,01/01/2024,FALSE,158.67,11.97,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/12/2023,FALSE,155,12.26,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/11/2023,FALSE,162,10.08,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/10/2023,FALSE,165,8.08,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/09/2023,FALSE,169.67,7.86,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/08/2023,FALSE,171.33,7.59,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/07/2023,FALSE,166,8.03,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/06/2023,FALSE,153.33,8.26,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/05/2023,FALSE,145.67,8.47,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/04/2023,FALSE,142,9.62,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/03/2023,FALSE,134,8.71,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/02/2023,FALSE,119.33,8.94,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2023,01/01/2023,FALSE,127,9.19,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/12/2022,FALSE,136,9.07,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/11/2022,FALSE,157.67,9.09,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/10/2022,FALSE,156.67,7.23,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/09/2022,FALSE,169,9.47,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/08/2022,FALSE,159.33,10.46,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/07/2022,FALSE,153.67,12.15,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/06/2022,FALSE,145.33,10.55,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/05/2022,FALSE,151.33,10.79,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/04/2022,FALSE,147.33,9.95,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/03/2022,FALSE,148.67,8.97,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/02/2022,FALSE,138.67,8.89,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2022,01/01/2022,FALSE,143,8.62,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/12/2021,FALSE,134.33,8.93,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/11/2021,FALSE,150.67,5.75,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/10/2021,FALSE,157,6.16,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/09/2021,FALSE,164.67,6.07,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/08/2021,FALSE,164,7.32,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/07/2021,FALSE,168.33,7.72,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/06/2021,FALSE,167.67,7.95,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/05/2021,FALSE,166.33,9.02,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/04/2021,FALSE,152.67,8.95,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/03/2021,FALSE,143.67,8.12,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/02/2021,FALSE,121.67,7.67,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2021,01/01/2021,FALSE,107.33,7.45,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2020,01/12/2020,FALSE,109.67,9.12,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2020,01/11/2020,FALSE,120,8.33,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2020,01/10/2020,FALSE,139,7.43,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2020,01/09/2020,FALSE,133,5.51,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2020,01/08/2020,FALSE,132.33,4.28,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/06/2025,FALSE,199,12.9,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/05/2025,FALSE,200,11.83,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/04/2025,FALSE,190.67,12.06,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/03/2025,FALSE,182.33,12.8,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/02/2025,FALSE,184.67,12.09,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,01/01/2025,FALSE,188,12.41,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/12/2024,FALSE,193,12.61,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/11/2024,FALSE,189,13.76,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/10/2024,FALSE,182.33,13.35,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/09/2024,FALSE,173.33,11.92,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/08/2024,FALSE,169.33,10.83,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/07/2024,FALSE,174,9.39,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/06/2024,FALSE,173,8.09,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/05/2024,FALSE,177,8.85,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/04/2024,FALSE,165.67,10.87,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/03/2024,FALSE,165.33,11.9,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/02/2024,FALSE,157,11.25,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2024,01/01/2024,FALSE,162,9.88,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/12/2023,FALSE,161,11.59,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/11/2023,FALSE,170,10.39,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/10/2023,FALSE,172.33,11.61,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/09/2023,FALSE,177.33,11.47,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/08/2023,FALSE,175,11.24,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/07/2023,FALSE,169.67,10.61,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/06/2023,FALSE,156.33,10.87,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/05/2023,FALSE,150.67,12.39,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/04/2023,FALSE,148.67,13.45,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/03/2023,FALSE,138.33,11.08,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/02/2023,FALSE,122.33,11.72,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2023,01/01/2023,FALSE,128,9.64,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/12/2022,FALSE,137,10.46,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/11/2022,FALSE,160.33,9.77,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/10/2022,FALSE,158.67,9.87,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/09/2022,FALSE,172.67,11.39,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/08/2022,FALSE,161,10.14,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/07/2022,FALSE,156.33,8.74,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/06/2022,FALSE,147.67,6.55,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/05/2022,FALSE,153.33,8.26,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2022,01/04/2022,FALSE,149,10.29,
