theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period,metric value
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,48.67,FALSE,1.37
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,45.67,FALSE,1.46
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,46.33,FALSE,1.44
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,40,FALSE,3.33
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,42.33,FALSE,2.36
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,37,FALSE,1.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,39,FALSE,0.85
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,37,FALSE,3.6
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,42.67,FALSE,3.91
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,46,FALSE,2.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,47.67,FALSE,1.4
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,47.67,FALSE,2.8
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,45.33,FALSE,2.94
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,46.33,FALSE,5.04
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,44.67,FALSE,3.73
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,48,FALSE,4.86
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,47,FALSE,2.84
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,46,FALSE,2.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,43.33,FALSE,1.54
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,38.67,FALSE,3.45
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,37.67,FALSE,4.42
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,35,FALSE,5.71
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,37.67,FALSE,6.19
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,39.67,FALSE,4.2
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,40.67,FALSE,4.1
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,44.33,FALSE,1.5
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,44.67,FALSE,3.73
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,42.33,FALSE,3.15
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,37,FALSE,4.5
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,35,FALSE,1.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,33,FALSE,2.02
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,36.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,36.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,45,FALSE,0.74
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,42,FALSE,2.38
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,41.67,FALSE,2.4
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,35.33,FALSE,4.72
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,32.33,FALSE,3.09
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,33.33,FALSE,4
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,31,FALSE,1.08
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,London,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,32,FALSE,1.04
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,19.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,18,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,18,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,18,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,19.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,19.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,18,FALSE,1.85
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,15.67,FALSE,2.13
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,13.67,FALSE,2.44
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,9.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,11.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,11.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,13.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,13.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,11,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,11.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,10.33,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,10.33,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,10.33,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,10.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,13,FALSE,2.56
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,11.33,FALSE,2.94
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,10.33,FALSE,3.23
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,12.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,14,FALSE,2.38
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,20.33,FALSE,1.64
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,16.67,FALSE,2
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,16.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,10.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,12,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,12,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,16,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,17.67,FALSE,1.89
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,18,FALSE,1.85
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,15,FALSE,6.67
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,12.33,FALSE,5.41
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,16.33,FALSE,6.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,17.67,FALSE,1.89
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,20,FALSE,1.67
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,15,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/02/2022,12.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/01/2022,10,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/12/2021,12.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/11/2021,13.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/10/2021,15,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/09/2021,16,FALSE,2.08
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/08/2021,15.33,FALSE,4.35
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/07/2021,16,FALSE,6.25
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/06/2021,14.67,FALSE,4.55
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/05/2021,14.67,FALSE,2.27
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/04/2021,12.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/03/2021,13,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/02/2021,13.33,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2021,01/01/2021,13,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/12/2020,13,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/11/2020,15.33,FALSE,2.17
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/10/2020,16,FALSE,4.17
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/09/2020,16,FALSE,4.17
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North East,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2020,01/08/2020,12.67,FALSE,2.63
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/06/2025,50.33,FALSE,1.99
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/05/2025,51.33,FALSE,1.95
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/04/2025,48.67,FALSE,3.42
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/03/2025,49,FALSE,5.44
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/02/2025,47.67,FALSE,4.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2025,01/01/2025,47.67,FALSE,3.5
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/12/2024,45,FALSE,1.48
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/11/2024,43.67,FALSE,1.53
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/10/2024,46,FALSE,1.45
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/09/2024,46,FALSE,4.35
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/08/2024,47.67,FALSE,5.59
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/07/2024,44.33,FALSE,9.02
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/06/2024,43.67,FALSE,6.87
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/05/2024,42.67,FALSE,4.69
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/04/2024,46,FALSE,1.45
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/03/2024,46,FALSE,0.72
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/02/2024,47.67,FALSE,3.5
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2024,01/01/2024,49,FALSE,5.44
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/12/2023,50.33,FALSE,5.3
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/11/2023,47.67,FALSE,4.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/10/2023,45,FALSE,3.7
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/09/2023,42.67,FALSE,6.25
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/08/2023,42,FALSE,4.76
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/07/2023,45.33,FALSE,4.41
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/06/2023,44,FALSE,2.27
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/05/2023,50.33,FALSE,1.32
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/04/2023,49,FALSE,1.36
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/03/2023,45.67,FALSE,1.46
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/02/2023,42.67,FALSE,3.12
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2023,01/01/2023,37.67,FALSE,3.54
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/12/2022,43.67,FALSE,3.05
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/11/2022,40.33,FALSE,3.31
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/10/2022,47.33,FALSE,4.93
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/09/2022,44.33,FALSE,4.51
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/08/2022,46.33,FALSE,2.88
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/07/2022,41.67,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/06/2022,38,FALSE,0
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/05/2022,37,FALSE,0.9
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/04/2022,31.33,FALSE,2.13
infectious_disease,antimicrobial_resistance,E-faecalis,UKHSA Region,North West,e-faecalis_testing_bacteraemiaNumberTestedRollingMonth,all,all,Glycopeptides,2022,01/03/2022,33.33,FALSE,4
