,geography,stratum,date,organism,resistance_pct
757,East of England,Piperacillin with tazobactam,2024-01-09,K-pneumoniae,23.84
758,East of England,Piperacillin with tazobactam,2024-01-10,K-pneumoniae,27.67
759,East of England,Piperacillin with tazobactam,2024-01-11,K-pneumoniae,28.9
760,East of England,Piperacillin with tazobactam,2024-01-12,K-pneumoniae,31.85
761,East of England,Piperacillin with tazobactam,2025-01-01,K-pneumoniae,29.24
762,East of England,Piperacillin with tazobactam,2025-01-02,K-pneumoniae,29.84
763,East of England,Piperacillin with tazobactam,2025-01-03,K-pneumoniae,26.67
764,East of England,Piperacillin with tazobactam,2025-01-04,K-pneumoniae,28.94
765,East of England,Piperacillin with tazobactam,2025-01-05,K-pneumoniae,26.29
766,East of England,Piperacillin with tazobactam,2025-01-06,K-pneumoniae,25.22
767,East of England,Third Generation Cephalosporins,2020-01-08,K-pneumoniae,10.78
768,East of England,Third Generation Cephalosporins,2020-01-09,K-pneumoniae,12.26
769,East of England,Third Generation Cephalosporins,2020-01-10,K-pneumoniae,13.37
770,East of England,Third Generation Cephalosporins,2020-01-11,K-pneumoniae,14.89
771,East of England,Third Generation Cephalosporins,2020-01-12,K-pneumoniae,14.89
772,East of England,Third Generation Cephalosporins,2021-01-01,K-pneumoniae,12.21
773,East of England,Third Generation Cephalosporins,2021-01-02,K-pneumoniae,11.69
774,East of England,Third Generation Cephalosporins,2021-01-03,K-pneumoniae,11.56
775,East of England,Third Generation Cephalosporins,2021-01-04,K-pneumoniae,14.14
776,East of England,Third Generation Cephalosporins,2021-01-05,K-pneumoniae,13.51
777,East of England,Third Generation Cephalosporins,2021-01-06,K-pneumoniae,13.93
778,East of England,Third Generation Cephalosporins,2021-01-07,K-pneumoniae,14.41
779,East of England,Third Generation Cephalosporins,2021-01-08,K-pneumoniae,15.02
780,East of England,Third Generation Cephalosporins,2021-01-09,K-pneumoniae,16.22
781,East of England,Third Generation Cephalosporins,2021-01-10,K-pneumoniae,14.55
782,East of England,Third Generation Cephalosporins,2021-01-11,K-pneumoniae,15.42
783,East of England,Third Generation Cephalosporins,2021-01-12,K-pneumoniae,13.62
784,East of England,Third Generation Cephalosporins,2022-01-01,K-pneumoniae,14.35
785,East of England,Third Generation Cephalosporins,2022-01-02,K-pneumoniae,14.21
786,East of England,Third Generation Cephalosporins,2022-01-03,K-pneumoniae,13.53
787,East of England,Third Generation Cephalosporins,2022-01-04,K-pneumoniae,14.08
788,East of England,Third Generation Cephalosporins,2022-01-05,K-pneumoniae,11.0
789,East of England,Third Generation Cephalosporins,2022-01-06,K-pneumoniae,13.93
790,East of England,Third Generation Cephalosporins,2022-01-07,K-pneumoniae,14.15
791,East of England,Third Generation Cephalosporins,2022-01-08,K-pneumoniae,15.86
792,East of England,Third Generation Cephalosporins,2022-01-09,K-pneumoniae,15.83
793,East of England,Third Generation Cephalosporins,2022-01-10,K-pneumoniae,16.67
794,East of England,Third Generation Cephalosporins,2022-01-11,K-pneumoniae,18.81
795,East of England,Third Generation Cephalosporins,2022-01-12,K-pneumoniae,18.52
796,East of England,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,20.33
797,East of England,Third Generation Cephalosporins,2023-01-02,K-pneumoniae,21.22
798,East of England,Third Generation Cephalosporins,2023-01-03,K-pneumoniae,21.05
799,East of England,Third Generation Cephalosporins,2023-01-04,K-pneumoniae,20.17
800,East of England,Third Generation Cephalosporins,2023-01-05,K-pneumoniae,20.33
801,East of England,Third Generation Cephalosporins,2023-01-06,K-pneumoniae,19.92
802,East of England,Third Generation Cephalosporins,2023-01-07,K-pneumoniae,24.19
803,East of England,Third Generation Cephalosporins,2023-01-08,K-pneumoniae,21.68
804,East of England,Third Generation Cephalosporins,2023-01-09,K-pneumoniae,24.64
805,East of England,Third Generation Cephalosporins,2023-01-10,K-pneumoniae,22.06
806,East of England,Third Generation Cephalosporins,2023-01-11,K-pneumoniae,24.1
807,East of England,Third Generation Cephalosporins,2023-01-12,K-pneumoniae,21.82
808,East of England,Third Generation Cephalosporins,2024-01-01,K-pneumoniae,20.31
809,East of England,Third Generation Cephalosporins,2024-01-02,K-pneumoniae,19.6
810,East of England,Third Generation Cephalosporins,2024-01-03,K-pneumoniae,23.48
811,East of England,Third Generation Cephalosporins,2024-01-04,K-pneumoniae,22.36
812,East of England,Third Generation Cephalosporins,2024-01-05,K-pneumoniae,21.58
813,East of England,Third Generation Cephalosporins,2024-01-06,K-pneumoniae,19.51
814,East of England,Third Generation Cephalosporins,2024-01-07,K-pneumoniae,23.27
815,East of England,Third Generation Cephalosporins,2024-01-08,K-pneumoniae,23.3
816,East of England,Third Generation Cephalosporins,2024-01-09,K-pneumoniae,24.25
817,East of England,Third Generation Cephalosporins,2024-01-10,K-pneumoniae,23.98
818,East of England,Third Generation Cephalosporins,2024-01-11,K-pneumoniae,24.85
819,East of England,Third Generation Cephalosporins,2024-01-12,K-pneumoniae,22.5
820,East of England,Third Generation Cephalosporins,2025-01-01,K-pneumoniae,19.47
821,East of England,Third Generation Cephalosporins,2025-01-02,K-pneumoniae,18.64
822,East of England,Third Generation Cephalosporins,2025-01-03,K-pneumoniae,19.85
823,East of England,Third Generation Cephalosporins,2025-01-04,K-pneumoniae,20.62
824,East of England,Third Generation Cephalosporins,2025-01-05,K-pneumoniae,20.8
825,East of England,Third Generation Cephalosporins,2025-01-06,K-pneumoniae,19.76
826,London,Amikacin,2020-01-08,K-pneumoniae,2.16
827,London,Amikacin,2020-01-09,K-pneumoniae,1.29
828,London,Amikacin,2020-01-10,K-pneumoniae,1.21
829,London,Amikacin,2020-01-11,K-pneumoniae,1.59
830,London,Amikacin,2020-01-12,K-pneumoniae,2.92
831,London,Amikacin,2021-01-01,K-pneumoniae,2.24
832,London,Amikacin,2021-01-02,K-pneumoniae,1.74
833,London,Amikacin,2021-01-03,K-pneumoniae,1.71
834,London,Amikacin,2021-01-04,K-pneumoniae,2.38
835,London,Amikacin,2021-01-05,K-pneumoniae,4.56
836,London,Amikacin,2021-01-06,K-pneumoniae,3.19
837,London,Amikacin,2021-01-07,K-pneumoniae,3.19
838,London,Amikacin,2021-01-08,K-pneumoniae,2.1
839,London,Amikacin,2021-01-09,K-pneumoniae,2.57
840,London,Amikacin,2021-01-10,K-pneumoniae,3.37
841,London,Amikacin,2021-01-11,K-pneumoniae,4.6
842,London,Amikacin,2021-01-12,K-pneumoniae,5.33
843,London,Amikacin,2022-01-01,K-pneumoniae,7.07
844,London,Amikacin,2022-01-02,K-pneumoniae,6.55
845,London,Amikacin,2022-01-03,K-pneumoniae,6.55
846,London,Amikacin,2022-01-04,K-pneumoniae,4.26
847,London,Amikacin,2022-01-05,K-pneumoniae,3.42
848,London,Amikacin,2022-01-06,K-pneumoniae,2.97
849,London,Amikacin,2022-01-07,K-pneumoniae,3.94
850,London,Amikacin,2022-01-08,K-pneumoniae,4.95
851,London,Amikacin,2022-01-09,K-pneumoniae,8.0
852,London,Amikacin,2022-01-10,K-pneumoniae,6.28
853,London,Amikacin,2022-01-11,K-pneumoniae,6.03
854,London,Amikacin,2022-01-12,K-pneumoniae,2.39
855,London,Amikacin,2023-01-01,K-pneumoniae,3.4
856,London,Amikacin,2023-01-02,K-pneumoniae,2.55
857,London,Amikacin,2023-01-03,K-pneumoniae,3.4
858,London,Amikacin,2023-01-04,K-pneumoniae,3.56
859,London,Amikacin,2023-01-05,K-pneumoniae,3.57
860,London,Amikacin,2023-01-06,K-pneumoniae,4.47
861,London,Amikacin,2023-01-07,K-pneumoniae,3.6
862,London,Amikacin,2023-01-08,K-pneumoniae,3.76
863,London,Amikacin,2023-01-09,K-pneumoniae,3.21
864,London,Amikacin,2023-01-10,K-pneumoniae,3.44
865,London,Amikacin,2023-01-11,K-pneumoniae,3.1
866,London,Amikacin,2023-01-12,K-pneumoniae,3.18
867,London,Amikacin,2024-01-01,K-pneumoniae,3.15
868,London,Amikacin,2024-01-02,K-pneumoniae,4.9
869,London,Amikacin,2024-01-03,K-pneumoniae,4.86
870,London,Amikacin,2024-01-04,K-pneumoniae,4.26
871,London,Amikacin,2024-01-05,K-pneumoniae,3.36
872,London,Amikacin,2024-01-06,K-pneumoniae,4.49
873,London,Amikacin,2024-01-07,K-pneumoniae,5.56
874,London,Amikacin,2024-01-08,K-pneumoniae,5.88
875,London,Amikacin,2024-01-09,K-pneumoniae,4.84
876,London,Amikacin,2024-01-10,K-pneumoniae,5.14
877,London,Amikacin,2024-01-11,K-pneumoniae,4.35
878,London,Amikacin,2024-01-12,K-pneumoniae,4.72
879,London,Amikacin,2025-01-01,K-pneumoniae,4.04
880,London,Amikacin,2025-01-02,K-pneumoniae,5.14
881,London,Amikacin,2025-01-03,K-pneumoniae,4.26
882,London,Amikacin,2025-01-04,K-pneumoniae,4.1
883,London,Amikacin,2025-01-05,K-pneumoniae,2.93
884,London,Amikacin,2025-01-06,K-pneumoniae,2.45
885,London,Carbapenems,2020-01-08,K-pneumoniae,1.97
886,London,Carbapenems,2020-01-09,K-pneumoniae,1.18
887,London,Carbapenems,2020-01-10,K-pneumoniae,1.14
888,London,Carbapenems,2020-01-11,K-pneumoniae,1.51
889,London,Carbapenems,2020-01-12,K-pneumoniae,2.39
890,London,Carbapenems,2021-01-01,K-pneumoniae,1.77
891,London,Carbapenems,2021-01-02,K-pneumoniae,1.64
892,London,Carbapenems,2021-01-03,K-pneumoniae,1.95
893,London,Carbapenems,2021-01-04,K-pneumoniae,3.04
894,London,Carbapenems,2021-01-05,K-pneumoniae,3.57
895,London,Carbapenems,2021-01-06,K-pneumoniae,2.64
896,London,Carbapenems,2021-01-07,K-pneumoniae,2.36
897,London,Carbapenems,2021-01-08,K-pneumoniae,1.72
898,London,Carbapenems,2021-01-09,K-pneumoniae,1.6
899,London,Carbapenems,2021-01-10,K-pneumoniae,2.15
900,London,Carbapenems,2021-01-11,K-pneumoniae,3.93
901,London,Carbapenems,2021-01-12,K-pneumoniae,4.92
902,London,Carbapenems,2022-01-01,K-pneumoniae,5.99
903,London,Carbapenems,2022-01-02,K-pneumoniae,4.36
904,London,Carbapenems,2022-01-03,K-pneumoniae,3.64
905,London,Carbapenems,2022-01-04,K-pneumoniae,1.92
906,London,Carbapenems,2022-01-05,K-pneumoniae,1.88
907,London,Carbapenems,2022-01-06,K-pneumoniae,3.66
908,London,Carbapenems,2022-01-07,K-pneumoniae,4.91
909,London,Carbapenems,2022-01-08,K-pneumoniae,5.14
910,London,Carbapenems,2022-01-09,K-pneumoniae,6.65
911,London,Carbapenems,2022-01-10,K-pneumoniae,6.04
912,London,Carbapenems,2022-01-11,K-pneumoniae,6.61
913,London,Carbapenems,2022-01-12,K-pneumoniae,4.6
914,London,Carbapenems,2023-01-01,K-pneumoniae,5.42
915,London,Carbapenems,2023-01-02,K-pneumoniae,5.17
916,London,Carbapenems,2023-01-03,K-pneumoniae,4.18
917,London,Carbapenems,2023-01-04,K-pneumoniae,2.62
918,London,Carbapenems,2023-01-05,K-pneumoniae,2.67
919,London,Carbapenems,2023-01-06,K-pneumoniae,3.33
920,London,Carbapenems,2023-01-07,K-pneumoniae,4.11
921,London,Carbapenems,2023-01-08,K-pneumoniae,4.52
922,London,Carbapenems,2023-01-09,K-pneumoniae,3.95
923,London,Carbapenems,2023-01-10,K-pneumoniae,3.32
924,London,Carbapenems,2023-01-11,K-pneumoniae,2.45
925,London,Carbapenems,2023-01-12,K-pneumoniae,1.96
926,London,Carbapenems,2024-01-01,K-pneumoniae,2.1
927,London,Carbapenems,2024-01-02,K-pneumoniae,3.3
928,London,Carbapenems,2024-01-03,K-pneumoniae,4.67
929,London,Carbapenems,2024-01-04,K-pneumoniae,3.82
930,London,Carbapenems,2024-01-05,K-pneumoniae,3.83
931,London,Carbapenems,2024-01-06,K-pneumoniae,3.66
932,London,Carbapenems,2024-01-07,K-pneumoniae,4.97
933,London,Carbapenems,2024-01-08,K-pneumoniae,3.7
934,London,Carbapenems,2024-01-09,K-pneumoniae,4.25
935,London,Carbapenems,2024-01-10,K-pneumoniae,3.79
936,London,Carbapenems,2024-01-11,K-pneumoniae,3.59
937,London,Carbapenems,2024-01-12,K-pneumoniae,2.86
938,London,Carbapenems,2025-01-01,K-pneumoniae,1.79
939,London,Carbapenems,2025-01-02,K-pneumoniae,2.27
940,London,Carbapenems,2025-01-03,K-pneumoniae,2.81
941,London,Carbapenems,2025-01-04,K-pneumoniae,3.91
942,London,Carbapenems,2025-01-05,K-pneumoniae,3.12
943,London,Carbapenems,2025-01-06,K-pneumoniae,2.62
944,London,Ciprofloxacin,2020-01-08,K-pneumoniae,22.83
945,London,Ciprofloxacin,2020-01-09,K-pneumoniae,20.16
946,London,Ciprofloxacin,2020-01-10,K-pneumoniae,22.69
947,London,Ciprofloxacin,2020-01-11,K-pneumoniae,20.15
948,London,Ciprofloxacin,2020-01-12,K-pneumoniae,22.58
949,London,Ciprofloxacin,2021-01-01,K-pneumoniae,21.0
950,London,Ciprofloxacin,2021-01-02,K-pneumoniae,24.01
951,London,Ciprofloxacin,2021-01-03,K-pneumoniae,23.15
952,London,Ciprofloxacin,2021-01-04,K-pneumoniae,22.01
953,London,Ciprofloxacin,2021-01-05,K-pneumoniae,24.62
954,London,Ciprofloxacin,2021-01-06,K-pneumoniae,26.79
955,London,Ciprofloxacin,2021-01-07,K-pneumoniae,28.77
956,London,Ciprofloxacin,2021-01-08,K-pneumoniae,27.37
957,London,Ciprofloxacin,2021-01-09,K-pneumoniae,22.26
958,London,Ciprofloxacin,2021-01-10,K-pneumoniae,23.01
959,London,Ciprofloxacin,2021-01-11,K-pneumoniae,23.81
960,London,Ciprofloxacin,2021-01-12,K-pneumoniae,27.22
961,London,Ciprofloxacin,2022-01-01,K-pneumoniae,26.02
962,London,Ciprofloxacin,2022-01-02,K-pneumoniae,27.17
963,London,Ciprofloxacin,2022-01-03,K-pneumoniae,27.84
964,London,Ciprofloxacin,2022-01-04,K-pneumoniae,27.17
965,London,Ciprofloxacin,2022-01-05,K-pneumoniae,27.59
966,London,Ciprofloxacin,2022-01-06,K-pneumoniae,24.35
967,London,Ciprofloxacin,2022-01-07,K-pneumoniae,24.57
968,London,Ciprofloxacin,2022-01-08,K-pneumoniae,22.83
969,London,Ciprofloxacin,2022-01-09,K-pneumoniae,24.51
970,London,Ciprofloxacin,2022-01-10,K-pneumoniae,24.46
971,London,Ciprofloxacin,2022-01-11,K-pneumoniae,26.85
972,London,Ciprofloxacin,2022-01-12,K-pneumoniae,25.3
973,London,Ciprofloxacin,2023-01-01,K-pneumoniae,27.3
974,London,Ciprofloxacin,2023-01-02,K-pneumoniae,24.12
975,London,Ciprofloxacin,2023-01-03,K-pneumoniae,24.67
976,London,Ciprofloxacin,2023-01-04,K-pneumoniae,24.0
977,London,Ciprofloxacin,2023-01-05,K-pneumoniae,26.35
978,London,Ciprofloxacin,2023-01-06,K-pneumoniae,28.57
979,London,Ciprofloxacin,2023-01-07,K-pneumoniae,28.78
980,London,Ciprofloxacin,2023-01-08,K-pneumoniae,26.42
981,London,Ciprofloxacin,2023-01-09,K-pneumoniae,26.3
982,London,Ciprofloxacin,2023-01-10,K-pneumoniae,25.78
983,London,Ciprofloxacin,2023-01-11,K-pneumoniae,26.29
984,London,Ciprofloxacin,2023-01-12,K-pneumoniae,25.74
985,London,Ciprofloxacin,2024-01-01,K-pneumoniae,23.23
986,London,Ciprofloxacin,2024-01-02,K-pneumoniae,22.73
987,London,Ciprofloxacin,2024-01-03,K-pneumoniae,20.92
988,London,Ciprofloxacin,2024-01-04,K-pneumoniae,22.22
989,London,Ciprofloxacin,2024-01-05,K-pneumoniae,21.45
990,London,Ciprofloxacin,2024-01-06,K-pneumoniae,23.36
991,London,Ciprofloxacin,2024-01-07,K-pneumoniae,23.31
992,London,Ciprofloxacin,2024-01-08,K-pneumoniae,26.18
993,London,Ciprofloxacin,2024-01-09,K-pneumoniae,24.48
994,London,Ciprofloxacin,2024-01-10,K-pneumoniae,26.56
995,London,Ciprofloxacin,2024-01-11,K-pneumoniae,25.83
996,London,Ciprofloxacin,2024-01-12,K-pneumoniae,26.69
997,London,Ciprofloxacin,2025-01-01,K-pneumoniae,26.3
998,London,Ciprofloxacin,2025-01-02,K-pneumoniae,26.5
999,London,Ciprofloxacin,2025-01-03,K-pneumoniae,25.51
1000,London,Ciprofloxacin,2025-01-04,K-pneumoniae,22.94
1001,London,Ciprofloxacin,2025-01-05,K-pneumoniae,20.93
1002,London,Ciprofloxacin,2025-01-06,K-pneumoniae,22.38
1003,London,Co-amoxiclav,2020-01-08,K-pneumoniae,31.45
1004,London,Co-amoxiclav,2020-01-09,K-pneumoniae,26.02
1005,London,Co-amoxiclav,2020-01-10,K-pneumoniae,26.69
1006,London,Co-amoxiclav,2020-01-11,K-pneumoniae,26.27
1007,London,Co-amoxiclav,2020-01-12,K-pneumoniae,28.27
1008,London,Co-amoxiclav,2021-01-01,K-pneumoniae,31.72
1009,London,Co-amoxiclav,2021-01-02,K-pneumoniae,34.03
1010,London,Co-amoxiclav,2021-01-03,K-pneumoniae,34.46
1011,London,Co-amoxiclav,2021-01-04,K-pneumoniae,31.56
1012,London,Co-amoxiclav,2021-01-05,K-pneumoniae,33.62
1013,London,Co-amoxiclav,2021-01-06,K-pneumoniae,31.4
1014,London,Co-amoxiclav,2021-01-07,K-pneumoniae,34.19
1015,London,Co-amoxiclav,2021-01-08,K-pneumoniae,29.89
1016,London,Co-amoxiclav,2021-01-09,K-pneumoniae,31.91
1017,London,Co-amoxiclav,2021-01-10,K-pneumoniae,32.89
1018,London,Co-amoxiclav,2021-01-11,K-pneumoniae,36.12
1019,London,Co-amoxiclav,2021-01-12,K-pneumoniae,36.86
1020,London,Co-amoxiclav,2022-01-01,K-pneumoniae,34.42
1021,London,Co-amoxiclav,2022-01-02,K-pneumoniae,35.21
1022,London,Co-amoxiclav,2022-01-03,K-pneumoniae,32.96
1023,London,Co-amoxiclav,2022-01-04,K-pneumoniae,34.96
1024,London,Co-amoxiclav,2022-01-05,K-pneumoniae,33.73
1025,London,Co-amoxiclav,2022-01-06,K-pneumoniae,35.41
1026,London,Co-amoxiclav,2022-01-07,K-pneumoniae,32.58
1027,London,Co-amoxiclav,2022-01-08,K-pneumoniae,32.98
1028,London,Co-amoxiclav,2022-01-09,K-pneumoniae,32.51
1029,London,Co-amoxiclav,2022-01-10,K-pneumoniae,34.81
1030,London,Co-amoxiclav,2022-01-11,K-pneumoniae,35.99
1031,London,Co-amoxiclav,2022-01-12,K-pneumoniae,36.28
1032,London,Co-amoxiclav,2023-01-01,K-pneumoniae,38.83
1033,London,Co-amoxiclav,2023-01-02,K-pneumoniae,37.04
1034,London,Co-amoxiclav,2023-01-03,K-pneumoniae,36.43
1035,London,Co-amoxiclav,2023-01-04,K-pneumoniae,33.33
1036,London,Co-amoxiclav,2023-01-05,K-pneumoniae,36.06
1037,London,Co-amoxiclav,2023-01-06,K-pneumoniae,37.79
1038,London,Co-amoxiclav,2023-01-07,K-pneumoniae,38.8
1039,London,Co-amoxiclav,2023-01-08,K-pneumoniae,35.35
1040,London,Co-amoxiclav,2023-01-09,K-pneumoniae,33.93
1041,London,Co-amoxiclav,2023-01-10,K-pneumoniae,33.13
1042,London,Co-amoxiclav,2023-01-11,K-pneumoniae,36.04
1043,London,Co-amoxiclav,2023-01-12,K-pneumoniae,36.59
1044,London,Co-amoxiclav,2024-01-01,K-pneumoniae,34.45
1045,London,Co-amoxiclav,2024-01-02,K-pneumoniae,31.0
1046,London,Co-amoxiclav,2024-01-03,K-pneumoniae,31.8
1047,London,Co-amoxiclav,2024-01-04,K-pneumoniae,31.99
1048,London,Co-amoxiclav,2024-01-05,K-pneumoniae,36.99
1049,London,Co-amoxiclav,2024-01-06,K-pneumoniae,37.81
1050,London,Co-amoxiclav,2024-01-07,K-pneumoniae,38.05
1051,London,Co-amoxiclav,2024-01-08,K-pneumoniae,33.54
1052,London,Co-amoxiclav,2024-01-09,K-pneumoniae,33.92
1053,London,Co-amoxiclav,2024-01-10,K-pneumoniae,36.18
1054,London,Co-amoxiclav,2024-01-11,K-pneumoniae,40.95
1055,London,Co-amoxiclav,2024-01-12,K-pneumoniae,39.35
1056,London,Co-amoxiclav,2025-01-01,K-pneumoniae,38.95
1057,London,Co-amoxiclav,2025-01-02,K-pneumoniae,37.31
1058,London,Co-amoxiclav,2025-01-03,K-pneumoniae,34.77
1059,London,Co-amoxiclav,2025-01-04,K-pneumoniae,33.81
1060,London,Co-amoxiclav,2025-01-05,K-pneumoniae,29.37
1061,London,Co-amoxiclav,2025-01-06,K-pneumoniae,33.97
1062,London,Gentamicin,2020-01-08,K-pneumoniae,8.75
1063,London,Gentamicin,2020-01-09,K-pneumoniae,7.78
1064,London,Gentamicin,2020-01-10,K-pneumoniae,9.3
1065,London,Gentamicin,2020-01-11,K-pneumoniae,9.58
1066,London,Gentamicin,2020-01-12,K-pneumoniae,13.71
1067,London,Gentamicin,2021-01-01,K-pneumoniae,14.24
1068,London,Gentamicin,2021-01-02,K-pneumoniae,16.18
1069,London,Gentamicin,2021-01-03,K-pneumoniae,15.65
1070,London,Gentamicin,2021-01-04,K-pneumoniae,14.98
1071,London,Gentamicin,2021-01-05,K-pneumoniae,14.06
1072,London,Gentamicin,2021-01-06,K-pneumoniae,14.5
1073,London,Gentamicin,2021-01-07,K-pneumoniae,14.97
1074,London,Gentamicin,2021-01-08,K-pneumoniae,14.98
1075,London,Gentamicin,2021-01-09,K-pneumoniae,13.27
1076,London,Gentamicin,2021-01-10,K-pneumoniae,13.64
1077,London,Gentamicin,2021-01-11,K-pneumoniae,15.95
1078,London,Gentamicin,2021-01-12,K-pneumoniae,17.44
1079,London,Gentamicin,2022-01-01,K-pneumoniae,17.47
1080,London,Gentamicin,2022-01-02,K-pneumoniae,17.54
1081,London,Gentamicin,2022-01-03,K-pneumoniae,16.91
1082,London,Gentamicin,2022-01-04,K-pneumoniae,16.23
1083,London,Gentamicin,2022-01-05,K-pneumoniae,13.43
1084,London,Gentamicin,2022-01-06,K-pneumoniae,13.09
1085,London,Gentamicin,2022-01-07,K-pneumoniae,12.85
1086,London,Gentamicin,2022-01-08,K-pneumoniae,13.18
1087,London,Gentamicin,2022-01-09,K-pneumoniae,13.61
1088,London,Gentamicin,2022-01-10,K-pneumoniae,14.44
1089,London,Gentamicin,2022-01-11,K-pneumoniae,16.45
1090,London,Gentamicin,2022-01-12,K-pneumoniae,16.43
1091,London,Gentamicin,2023-01-01,K-pneumoniae,16.36
1092,London,Gentamicin,2023-01-02,K-pneumoniae,15.05
1093,London,Gentamicin,2023-01-03,K-pneumoniae,14.62
1094,London,Gentamicin,2023-01-04,K-pneumoniae,15.38
1095,London,Gentamicin,2023-01-05,K-pneumoniae,15.67
1096,London,Gentamicin,2023-01-06,K-pneumoniae,17.88
1097,London,Gentamicin,2023-01-07,K-pneumoniae,17.21
1098,London,Gentamicin,2023-01-08,K-pneumoniae,17.48
1099,London,Gentamicin,2023-01-09,K-pneumoniae,15.86
1100,London,Gentamicin,2023-01-10,K-pneumoniae,17.08
1101,London,Gentamicin,2023-01-11,K-pneumoniae,16.67
1102,London,Gentamicin,2023-01-12,K-pneumoniae,17.58
1103,London,Gentamicin,2024-01-01,K-pneumoniae,15.48
1104,London,Gentamicin,2024-01-02,K-pneumoniae,14.72
1105,London,Gentamicin,2024-01-03,K-pneumoniae,14.14
1106,London,Gentamicin,2024-01-04,K-pneumoniae,16.61
1107,London,Gentamicin,2024-01-05,K-pneumoniae,17.19
1108,London,Gentamicin,2024-01-06,K-pneumoniae,19.23
1109,London,Gentamicin,2024-01-07,K-pneumoniae,18.35
1110,London,Gentamicin,2024-01-08,K-pneumoniae,20.62
1111,London,Gentamicin,2024-01-09,K-pneumoniae,18.85
1112,London,Gentamicin,2024-01-10,K-pneumoniae,19.28
1113,London,Gentamicin,2024-01-11,K-pneumoniae,17.18
1114,London,Gentamicin,2024-01-12,K-pneumoniae,17.03
1115,London,Gentamicin,2025-01-01,K-pneumoniae,16.88
1116,London,Gentamicin,2025-01-02,K-pneumoniae,19.8
1117,London,Gentamicin,2025-01-03,K-pneumoniae,19.81
1118,London,Gentamicin,2025-01-04,K-pneumoniae,17.33
1119,London,Gentamicin,2025-01-05,K-pneumoniae,13.68
1120,London,Gentamicin,2025-01-06,K-pneumoniae,13.68
1121,London,Piperacillin with tazobactam,2020-01-08,K-pneumoniae,23.2
1122,London,Piperacillin with tazobactam,2020-01-09,K-pneumoniae,20.33
1123,London,Piperacillin with tazobactam,2020-01-10,K-pneumoniae,22.83
1124,London,Piperacillin with tazobactam,2020-01-11,K-pneumoniae,23.37
1125,London,Piperacillin with tazobactam,2020-01-12,K-pneumoniae,25.4
1126,London,Piperacillin with tazobactam,2021-01-01,K-pneumoniae,24.37
1127,London,Piperacillin with tazobactam,2021-01-02,K-pneumoniae,24.41
1128,London,Piperacillin with tazobactam,2021-01-03,K-pneumoniae,25.41
1129,London,Piperacillin with tazobactam,2021-01-04,K-pneumoniae,26.15
1130,London,Piperacillin with tazobactam,2021-01-05,K-pneumoniae,29.55
1131,London,Piperacillin with tazobactam,2021-01-06,K-pneumoniae,27.0
1132,London,Piperacillin with tazobactam,2021-01-07,K-pneumoniae,29.31
1133,London,Piperacillin with tazobactam,2021-01-08,K-pneumoniae,25.78
1134,London,Piperacillin with tazobactam,2021-01-09,K-pneumoniae,26.89
1135,London,Piperacillin with tazobactam,2021-01-10,K-pneumoniae,24.06
1136,London,Piperacillin with tazobactam,2021-01-11,K-pneumoniae,26.48
1137,London,Piperacillin with tazobactam,2021-01-12,K-pneumoniae,25.99
1138,London,Piperacillin with tazobactam,2022-01-01,K-pneumoniae,25.78
1139,London,Piperacillin with tazobactam,2022-01-02,K-pneumoniae,24.46
1140,London,Piperacillin with tazobactam,2022-01-03,K-pneumoniae,26.45
1141,London,Piperacillin with tazobactam,2022-01-04,K-pneumoniae,28.79
1142,London,Piperacillin with tazobactam,2022-01-05,K-pneumoniae,28.08
1143,London,Piperacillin with tazobactam,2022-01-06,K-pneumoniae,27.61
1144,London,Piperacillin with tazobactam,2022-01-07,K-pneumoniae,25.62
1145,London,Piperacillin with tazobactam,2022-01-08,K-pneumoniae,25.83
1146,London,Piperacillin with tazobactam,2022-01-09,K-pneumoniae,25.58
1147,London,Piperacillin with tazobactam,2022-01-10,K-pneumoniae,26.24
1148,London,Piperacillin with tazobactam,2022-01-11,K-pneumoniae,27.55
1149,London,Piperacillin with tazobactam,2022-01-12,K-pneumoniae,25.74
1150,London,Piperacillin with tazobactam,2023-01-01,K-pneumoniae,28.79
1151,London,Piperacillin with tazobactam,2023-01-02,K-pneumoniae,27.85
1152,London,Piperacillin with tazobactam,2023-01-03,K-pneumoniae,28.95
1153,London,Piperacillin with tazobactam,2023-01-04,K-pneumoniae,27.55
1154,London,Piperacillin with tazobactam,2023-01-05,K-pneumoniae,27.84
1155,London,Piperacillin with tazobactam,2023-01-06,K-pneumoniae,29.62
1156,London,Piperacillin with tazobactam,2023-01-07,K-pneumoniae,31.69
1157,London,Piperacillin with tazobactam,2023-01-08,K-pneumoniae,30.88
1158,London,Piperacillin with tazobactam,2023-01-09,K-pneumoniae,30.36
1159,London,Piperacillin with tazobactam,2023-01-10,K-pneumoniae,29.97
1160,London,Piperacillin with tazobactam,2023-01-11,K-pneumoniae,33.05
1161,London,Piperacillin with tazobactam,2023-01-12,K-pneumoniae,32.54
1162,London,Piperacillin with tazobactam,2024-01-01,K-pneumoniae,28.3
1163,London,Piperacillin with tazobactam,2024-01-02,K-pneumoniae,24.47
1164,London,Piperacillin with tazobactam,2024-01-03,K-pneumoniae,26.57
1165,London,Piperacillin with tazobactam,2024-01-04,K-pneumoniae,29.14
